Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
C1_C_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07786543833428378)	(3, 0.0)	(4, 0.00024564152251773904)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019914509146973843)	(10, 0.0)	(15, 0.0)	(20, 6.433468446893166e-06)	(25, 7.95410644343155e-05)	(30, 0.0)	(35, 0.00041408142367276013)	(40, 0.00019124947110309683)	(45, 0.00022517139564126078)	(50, 0.0004918679058033775)	(55, 0.00011170840666878133)	(60, 0.0)	(65, 1.1697215357987574e-06)	(70, 1.754582303698136e-06)	(75, 1.2866936893786332e-05)	(80, 0.00018013711651300863)	(85, 1.1697215357987574e-06)	(90, 0.00041993003135175393)	(95, 0.000240962636374544)	(100, 0.00048952846273178)	(105, 0.0)	(110, 0.0001479697742785428)	(115, 0.0)	(120, 1.754582303698136e-05)	(125, 2.9243038394968934e-06)	(130, 0.0)	(135, 0.000843369227310904)	(140, 0.0003778200560629986)	(145, 2.3979291483874525e-05)	(150, 0.0)
C1_C_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006170281101338445)	(9, 0.0001345179766168571)	(10, 0.00025499929480412914)	(15, 0.0)	(20, 0.0)	(25, 0.007863453024407146)	(30, 5.263746911094408e-06)	(35, 0.0021727577527461918)	(40, 0.0010521645214509822)	(45, 0.000914137380226729)	(50, 3.275220300236521e-05)	(55, 0.0)	(60, 0.00021873792719436763)	(65, 3.158248146656645e-05)	(70, 0.0008825548987601625)	(75, 4.737372219984967e-05)	(80, 9.474744439969934e-05)	(85, 0.00029710927009288436)	(90, 0.00037489575222350173)	(95, 0.00026552678862631793)	(100, 4.6788861431950294e-05)	(105, 0.00038249894220619365)	(110, 0.0006339890724029265)	(115, 0.0007989198089505513)	(120, 9.942633054289437e-06)	(125, 6.31649629331329e-05)	(130, 0.0001947586357104931)	(135, 4.9128304503547805e-05)	(140, 0.00019885266108578874)	(145, 0.0008632544934194829)	(150, 0.00045034279128252155)
C1_D_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.006650031512081142)	(2, 0.07133670167505225)	(3, 0.037481995795366436)	(4, 0.09098452205165564)	(5, 0.00015113707982002594)	(6, 0.0)	(7, 0.0022670561973003895)	(8, 0.0015113707982002597)	(9, 0.0)	(10, 0.00024181932771204155)	(15, 0.0004534112394600779)	(20, 0.0005440934873520935)	(25, 0.018740997897683218)	(30, 0.0020856917015163582)	(35, 0.019587365544675366)	(40, 0.0016625078780202855)	(45, 0.002539102940976436)	(50, 0.004201610818996722)	(55, 0.0034156980039325865)	(60, 0.0058943461129810125)	(65, 0.0032041060921845503)	(70, 0.012604832456990166)	(75, 0.003294788340076566)	(80, 0.0019043272057323272)	(85, 0.003234333508148555)	(90, 0.0035063802518246023)	(95, 0.00238796586115641)	(100, 0.015627574053390682)	(105, 0.0035063802518246023)	(110, 0.0030529690123645248)	(115, 0.017259854515446964)	(120, 0.001088186974704187)	(125, 0.01169800997807001)	(130, 0.000937049894884161)	(135, 0.002176373949408374)	(140, 0.001088186974704187)	(145, 0.0016625078780202855)	(150, 0.0016625078780202855)
C1_D_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.07949810398533366)	(2, 0.054560485815029376)	(3, 0.0)	(4, 0.0)	(5, 0.0025693303569404415)	(6, 0.0016625078780202855)	(7, 0.0034761528358605975)	(8, 0.0)	(9, 0.0016625078780202855)	(10, 0.001874099789768322)	(15, 0.0008463676469921454)	(20, 0.0019043272057323272)	(25, 0.0033854705879685816)	(30, 0.0032041060921845503)	(35, 0.002660012604832457)	(40, 0.0013602337183802337)	(45, 0.001118414390668192)	(50, 0.002690240020796462)	(55, 0.002357738445192405)	(60, 0.003838881827428659)	(65, 0.0011788692225962025)	(70, 0.003838881827428659)	(75, 0.004927068802132846)	(80, 0.003536607667788607)	(85, 0.0036575173316446287)	(90, 0.003778426995500649)	(95, 0.004443430146708764)	(100, 0.0035063802518246023)	(105, 0.0029018319325444983)	(110, 0.0036877447476086336)	(115, 0.00238796586115641)	(120, 0.0038993366593566697)	(125, 0.002690240020796462)	(130, 0.002962286764472509)	(135, 0.0041713834030327164)	(140, 0.003627289915680623)	(145, 0.004201610818996722)	(150, 0.0034761528358605975)
C1_D_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07646256301969634)	(3, 1.128348897213847e-05)	(4, 0.00020310280149849247)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00191819312526354)	(10, 0.0)	(15, 0.0)	(20, 6.770093383283083e-06)	(25, 5.416074706626466e-05)	(30, 0.0)	(35, 0.0004377993721189727)	(40, 0.0001726373812737186)	(45, 0.0001895626147319263)	(50, 0.0005077570037462311)	(55, 8.236946949661084e-05)	(60, 0.0)	(65, 0.0)	(70, 2.2566977944276942e-06)	(75, 7.89844228049693e-06)	(80, 0.00016925233458207708)	(85, 1.1283488972138471e-06)	(90, 0.00039153706733320495)	(95, 0.0002324398728260525)	(100, 0.00042538753424962034)	(105, 0.0)	(110, 0.00014442865884337243)	(115, 0.0)	(120, 1.2411837869352318e-05)	(125, 1.1283488972138471e-06)	(130, 0.0)	(135, 0.0008361065328354607)	(140, 0.00033850466916415415)	(145, 3.610716471084311e-05)	(150, 0.0)
C1_D_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.000598024915523339)	(9, 7.89844228049693e-05)	(10, 0.00025839189746197096)	(15, 0.0)	(20, 0.0)	(25, 0.008505493987197979)	(30, 9.026791177710777e-06)	(35, 0.002257826143324908)	(40, 0.001069674754558727)	(45, 0.00091509095564043)	(50, 3.385046691641541e-05)	(55, 0.0)	(60, 0.0001963327081152094)	(65, 1.579688456099386e-05)	(70, 0.000825951392760536)	(75, 3.385046691641541e-05)	(80, 8.1241120599397e-05)	(85, 0.00028208722430346175)	(90, 0.0003633283449028587)	(95, 0.0002414666640037633)	(100, 3.610716471084311e-05)	(105, 0.000398307160716488)	(110, 0.0006093084044954774)	(115, 0.0007559937611332775)	(120, 1.0155140074924624e-05)	(125, 4.4005606991340034e-05)	(130, 0.00020987289488177556)	(135, 5.1904049271836966e-05)	(140, 0.00018392087024585705)	(145, 0.0008473900218075992)	(150, 0.0005190404927183696)
C2_A_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.005973223480947477)	(2, 0.06992790937178167)	(3, 0.04160659114315139)	(4, 0.09052523171987642)	(5, 0.00010298661174047374)	(6, 0.0)	(7, 0.0016477857878475798)	(8, 0.0012358393408856848)	(9, 0.0)	(10, 0.00024716786817713697)	(15, 0.0003707518022657055)	(20, 0.0004325437693099897)	(25, 0.021585993820803295)	(30, 0.0022451081359423277)	(35, 0.021688980432543768)	(40, 0.0018125643666323376)	(45, 0.0025128733264675593)	(50, 0.004572605561277034)	(55, 0.003975283213182286)	(60, 0.006714727085478887)	(65, 0.0036457260556127706)	(70, 0.013964984552008237)	(75, 0.003872296601441812)	(80, 0.0023274974253347067)	(85, 0.003748712667353244)	(90, 0.0035427394438722966)	(95, 0.002760041194644696)	(100, 0.015550978372811535)	(105, 0.003913491246138002)	(110, 0.0035633367662203912)	(115, 0.01983522142121524)	(120, 0.0013388259526261586)	(125, 0.011431513903192584)	(130, 0.0008650875386199794)	(135, 0.0023892893923789906)	(140, 0.0009886714727085479)	(145, 0.0016683831101956745)	(150, 0.0014418125643666324)
C2_A_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08465499485066941)	(2, 0.057775489186405765)	(3, 0.0)	(4, 0.00010298661174047374)	(5, 0.0025746652935118436)	(6, 0.0017507723995880534)	(7, 0.003089598352214212)	(8, 0.0)	(9, 0.0014418125643666324)	(10, 0.0018331616889804326)	(15, 0.0010298661174047373)	(20, 0.0018125643666323376)	(25, 0.0037075180226570545)	(30, 0.003501544799176107)	(35, 0.002760041194644696)	(40, 0.0010298661174047373)	(45, 0.0013388259526261586)	(50, 0.003274974253347065)	(55, 0.0023274974253347067)	(60, 0.004387229660144182)	(65, 0.0015653964984552007)	(70, 0.003975283213182286)	(75, 0.005664263645726055)	(80, 0.0038311019567456228)	(85, 0.004449021627188465)	(90, 0.004531410916580845)	(95, 0.0053759011328527295)	(100, 0.004346035015447992)	(105, 0.0038516992790937174)	(110, 0.004346035015447992)	(115, 0.0029866117404737384)	(120, 0.0041400617919670445)	(125, 0.003274974253347065)	(130, 0.00325437693099897)	(135, 0.004531410916580845)	(140, 0.00407826982492276)	(145, 0.0039546858908341915)	(150, 0.002883625128733265)
C2_A_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07686192793629067)	(3, 3.8645446194524945e-06)	(4, 0.00023573722178660218)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00173518053413417)	(10, 0.0)	(15, 0.0)	(20, 7.729089238904989e-06)	(25, 5.642235144400642e-05)	(30, 0.0)	(35, 0.0004552433561715039)	(40, 0.0001460797866153043)	(45, 0.00018549814173371974)	(50, 0.0005363987931800063)	(55, 8.579289055184537e-05)	(60, 0.0)	(65, 0.0)	(70, 2.3187267716714965e-06)	(75, 1.0047816010576485e-05)	(80, 0.0001499443312347568)	(85, 0.0)	(90, 0.0003570839228374105)	(95, 0.00025196830918830266)	(100, 0.0004637453543342993)	(105, 0.0)	(110, 0.00016772123648423827)	(115, 0.0)	(120, 1.9322723097262473e-05)	(125, 2.3187267716714965e-06)	(130, 0.0)	(135, 0.0008208292771717099)	(140, 0.0003138010230995425)	(145, 3.3235083727291453e-05)	(150, 0.0)
C2_A_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006221916837318516)	(9, 0.00011593633858357483)	(10, 0.0002790201215244701)	(15, 0.0)	(20, 0.0)	(25, 0.00790144792893257)	(30, 1.5458178477809978e-06)	(35, 0.002315635135975935)	(40, 0.0009955066939709627)	(45, 0.0008718412661484827)	(50, 3.014344803172946e-05)	(55, 0.0)	(60, 0.00017467741679925275)	(65, 3.0916356955619956e-05)	(70, 0.0007659527435754844)	(75, 4.405580866175844e-05)	(80, 7.57450745412689e-05)	(85, 0.0002921595732306086)	(90, 0.000336215381892367)	(95, 0.00022337067900435418)	(100, 4.250999081397744e-05)	(105, 0.0004073230028902929)	(110, 0.0006067335052540417)	(115, 0.0007458571115543315)	(120, 1.391236063002898e-05)	(125, 3.8645446194524945e-05)	(130, 0.0002187332254610112)	(135, 6.105980498734942e-05)	(140, 0.0001476256044630853)	(145, 0.000802279462998338)	(150, 0.00040191264042305946)
C2_B_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.004781633064309549)	(2, 0.06910598261990229)	(3, 0.040416184234045)	(4, 0.08629709197015806)	(5, 0.00011384840629308452)	(6, 0.0)	(7, 0.0013661808755170142)	(8, 0.0009107872503446761)	(9, 0.0)	(10, 0.0001821574500689352)	(15, 0.00040985426265510423)	(20, 0.000478163306430955)	(25, 0.020037319507582873)	(30, 0.0017304957756548846)	(35, 0.020629331220306912)	(40, 0.0017077260943962676)	(45, 0.002003731950758287)	(50, 0.004349009120395829)	(55, 0.0032105250574649834)	(60, 0.005988426171016245)	(65, 0.002982828244878814)	(70, 0.0129331789548944)	(75, 0.003574839957602853)	(80, 0.0016849564131376509)	(85, 0.0033243734637580674)	(90, 0.003711458045154555)	(95, 0.0026640527072581775)	(100, 0.01596154656229045)	(105, 0.00382530645144764)	(110, 0.0032105250574649834)	(115, 0.019354229069824366)	(120, 0.000933556931603293)	(125, 0.011931312979515257)	(130, 0.0009790962941205268)	(135, 0.0022541984446030733)	(140, 0.0006603207564998901)	(145, 0.001411720238034248)	(150, 0.002049271313275521)
C2_B_CKDL260002520-1A_2372W3LT4_L5_2	(1, 0.08174315571843467)	(2, 0.053850296176628974)	(3, 0.0)	(4, 0.00011384840629308452)	(5, 0.0015938776881031832)	(6, 0.0013661808755170142)	(7, 0.002960058563620197)	(8, 0.0)	(9, 0.0015938776881031832)	(10, 0.002459125575930625)	(15, 0.0007969388440515916)	(20, 0.0017304957756548846)	(25, 0.002777901113551262)	(30, 0.002982828244878814)	(35, 0.002755131432292645)	(40, 0.0010018659753791436)	(45, 0.001138484062930845)	(50, 0.0028917495198443463)	(55, 0.00257297398222371)	(60, 0.003665918682637321)	(65, 0.001388950556775631)	(70, 0.003301603782499451)	(75, 0.004827172426826783)	(80, 0.00382530645144764)	(85, 0.0034837612325683857)	(90, 0.0038936154952234903)	(95, 0.00514594796444742)	(100, 0.004075772945292425)	(105, 0.0028462101573271123)	(110, 0.00359760963886147)	(115, 0.0024135862134133917)	(120, 0.0035065309138270027)	(125, 0.002823440476068496)	(130, 0.0029145192011029632)	(135, 0.004121312307809659)	(140, 0.003460991551309769)	(145, 0.00382530645144764)	(150, 0.0031877553762063664)
C2_B_CKDL260002520-1A_23757VLT4_L4_1	(1, 0.0)	(2, 0.07641501399876341)	(3, 0.0)	(4, 0.0002727889834850992)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0018114893434557368)	(10, 0.0)	(15, 0.0)	(20, 5.11479344034561e-06)	(25, 6.478738357771106e-05)	(30, 0.0)	(35, 0.0004560690817641502)	(40, 0.0001534438032103683)	(45, 0.00019691954745330598)	(50, 0.0005651846751581899)	(55, 8.950888520604818e-05)	(60, 0.0)	(65, 0.0)	(70, 1.7049311467818702e-06)	(75, 9.377121307300285e-06)	(80, 0.00016111599337088672)	(85, 4.262327866954675e-06)	(90, 0.00039383909490661197)	(95, 0.0002634118621777989)	(100, 0.0004535116850439774)	(105, 0.0)	(110, 0.00017646037369192354)	(115, 0.0)	(120, 2.2164104908164312e-05)	(125, 8.524655733909351e-07)	(130, 0.0)	(135, 0.00083882612421668)	(140, 0.0003333140391958556)	(145, 2.898382949529179e-05)	(150, 0.0)
C2_B_CKDL260002520-1A_23757VLT4_L4_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0006265621964423372)	(9, 9.377121307300285e-05)	(10, 0.0002864284326593542)	(15, 8.524655733909351e-07)	(20, 0.0)	(25, 0.007779600822765673)	(30, 3.4098622935637403e-06)	(35, 0.0022914274612748334)	(40, 0.0010135815667618219)	(45, 0.0008550229701111078)	(50, 3.6656019655810206e-05)	(55, 0.0)	(60, 0.00018413256385244197)	(65, 2.9836295068682724e-05)	(70, 0.000826039140615816)	(75, 3.921341637598301e-05)	(80, 8.01317638987479e-05)	(85, 0.00029580555396665445)	(90, 0.00033672390148941934)	(95, 0.00022334598022842497)	(100, 4.4328209816328624e-05)	(105, 0.00042026552768173095)	(110, 0.0005864963144929633)	(115, 0.0008081373635746064)	(120, 1.022958688069122e-05)	(125, 4.773807210989236e-05)	(130, 0.00022419844580181592)	(135, 3.921341637598301e-05)	(140, 0.000170493114678187)	(145, 0.0008379736586432891)	(150, 0.00040918347522764877)
C2_C_CKDL260002520-1A_2372W3LT4_L5_1	(1, 0.006431886913134985)	(2, 0.07098897407830465)	(3, 0.03918686656335944)	(4, 0.09266681515590776)	(5, 0.0)	(6, 0.0)	(7, 0.0014293082029188857)	(8, 0.0015484172198287926)	(9, 0.0)	(10, 0.00014293082029188855)	(15, 0.0004764360676396285)	(20, 0.0003096834439657585)	(25, 0.019938849430718452)	(30, 0.002120140500996347)	(35, 0.02105847418967158)	(40, 0.0018581006637945513)	(45, 0.0025012893551080496)	(50, 0.004240281001992694)	(55, 0.0032635870633314556)	(60, 0.006241312486079133)	(65, 0.0035732705072972137)	(70, 0.01317345727023573)	(75, 0.00383531034449901)	(80, 0.0016198826299747369)	(85, 0.003811488541117028)	(90, 0.0034779832937692884)	(95, 0.0021677841077603096)	(100, 0.015460350394905946)	(105, 0.004192637395228732)	(110, 0.003740023130971084)	(115, 0.018104570570305883)	(120, 0.000952872135279257)	(125, 0.011243891196295234)	(130, 0.0010243375454252013)	(135, 0.0023821803381981425)	(140, 0.0008575849217513313)	(145, 0.0015245954164468114)	(150, 0.0010719811521891641)
