Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
C2_A_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002318726771671497)	(4, 0.0029872929908367784)	(5, 0.0031032293294203533)	(6, 0.003605620129949177)	(7, 0.003798847360921802)	(8, 0.0039688873241777115)	(9, 0.004815222595837808)	(10, 0.005101198897677293)	(12, 0.005514705171958709)	(14, 0.005777494206081479)	(16, 0.0059282114462401265)	(18, 0.006098251409496037)	(20, 0.006218052292699064)	(22, 0.006434466791388403)	(24, 0.006813192164094747)	(26, 0.0073464993215791915)	(28, 0.008127137334708597)	(30, 0.00905269577106747)	(32, 0.00967488745479932)	(34, 0.01000917056438196)	(36, 0.010443931834070367)	(38, 0.010965645357696454)	(40, 0.011618753398383926)	(42, 0.013006124916767371)	(44, 0.013682420225171557)	(46, 0.014648556380034681)	(48, 0.015736425690410557)	(50, 0.017241665819687304)	(52, 0.018176885617594805)	(54, 0.019494695332828108)	(56, 0.021585413971951906)	(58, 0.02528185090045822)	(60, 0.026050895279729265)	(62, 0.027565796770554644)	(64, 0.02803147439719867)	(66, 0.028497152023842696)	(68, 0.0289319132935311)	(70, 0.029271993220042918)	(72, 0.029778248565191196)	(74, 0.030504782953648266)	(76, 0.031200400985149715)	(78, 0.0320235489890931)	(80, 0.03325440645038871)	(82, 0.03537410917415841)	(84, 0.03779331410593567)	(86, 0.04069365484283477)	(88, 0.04235927357381879)	(90, 0.04420845817422681)	(92, 0.04674939626151682)	(94, 0.05037627138687299)	(96, 0.0539838237891319)	(98, 0.057135359926295405)	(100, 0.060860780939447606)	(102, 0.06725273774002204)	(104, 0.07679623067775998)	(106, 0.086840182143717)	(108, 0.09571510886228965)	(110, 0.10600832345620137)	(112, 0.11971393094908965)	(114, 0.1379024102005428)	(116, 0.15986461727289134)	(118, 0.18423250337084904)	(120, 0.2132436398290789)	(122, 0.24697918208458947)	(124, 0.2896263642325575)	(126, 0.33965289433137)	(128, 0.39500669918809783)	(130, 0.46023634781983647)	(132, 0.5345070985887842)	(134, 0.6215868824989073)	(136, 0.713207506336887)	(138, 0.7966604151216539)
C2_A_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 1.5458178477809978e-05)	(2, 2.3187267716714967e-05)	(3, 0.00010820724934466985)	(4, 0.0002009563202115297)	(5, 0.00023573722178660215)	(6, 0.00032462174803400955)	(7, 0.000359402649609082)	(8, 0.0004173708189008694)	(9, 0.0007497216561737839)	(10, 0.001024104324154911)	(12, 0.0020887863668140735)	(14, 0.003304185649631883)	(16, 0.004428768133892558)	(18, 0.0054702629088350056)	(20, 0.006996758033518741)	(22, 0.009398572514508466)	(24, 0.01199747877109027)	(26, 0.014428277336725888)	(28, 0.01728610808281101)	(30, 0.022277167458833905)	(32, 0.031206197802078894)	(34, 0.04002895316828894)	(36, 0.046643121284481885)	(38, 0.05445143368808565)	(40, 0.06484126189748368)	(42, 0.08089651251899907)	(44, 0.10042019193647306)	(46, 0.12091966887035883)	(48, 0.14490110050637128)	(50, 0.17523004667983444)	(52, 0.21433537368407424)	(54, 0.25928389215292624)	(56, 0.3094843267596141)	(58, 0.369446601075039)	(60, 0.4364017688793632)	(62, 0.5209425469745059)	(64, 0.6093903796799152)	(66, 0.6880860340381361)	(68, 0.7647856511004097)	(70, 0.8482984603267781)	(72, 0.9360584040899249)	(74, 1.0272597248366941)	(76, 1.1224879010769326)	(78, 1.2221738295357096)	(80, 1.3267773910227403)	(82, 1.4334909938719915)	(84, 1.550030201416201)	(86, 1.6743680600024655)	(88, 1.7997551424529115)	(90, 1.9284232232852725)	(92, 2.0685148980127352)	(94, 2.2119552006529535)	(96, 2.368525293637761)	(98, 2.5289000308004206)	(100, 2.6916282756363263)	(102, 2.852936300324583)	(104, 3.0180393078291425)	(106, 3.185364428489887)	(108, 3.3572690345246823)	(110, 3.5306595579656572)	(112, 3.7085619372498435)	(114, 3.894052349894324)	(116, 4.073641602904901)	(118, 4.282746315446547)	(120, 4.5012302777796025)	(122, 4.724637669957842)	(124, 4.963116786151945)	(126, 5.197532333678694)	(128, 5.437230713700236)	(130, 5.677077878689626)	(132, 5.932244098550525)	(134, 6.197576003032895)	(136, 6.484344536519367)	(138, 6.76278304407861)
C2_A_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.13317607213095242)	(2, 0.13804153380684311)	(3, 0.13953324802995176)	(4, 0.14085878683442396)	(5, 0.14188289115857888)	(6, 0.1427176327963806)	(7, 0.14369149804048265)	(8, 0.1448508614263184)	(9, 0.1460875157045432)	(10, 0.14811060481282656)	(12, 0.15056845519079837)	(14, 0.1517625994782092)	(16, 0.15275578744540846)	(18, 0.15349005092310444)	(20, 0.1540755294329515)	(22, 0.15473250201825844)	(24, 0.1552310282741678)	(26, 0.15565226363768814)	(28, 0.15592664630566924)	(30, 0.15619329988441147)	(32, 0.15652371844937465)	(34, 0.15674399749268345)	(36, 0.1571149937761509)	(38, 0.1574763286980697)	(40, 0.15789369951697058)	(42, 0.15824344080503103)	(44, 0.15856999482537476)	(46, 0.15897577201041727)	(48, 0.15940666873548623)	(50, 0.15985109136672326)	(52, 0.1602240199225004)	(54, 0.16077085298615296)	(56, 0.16125198879127478)	(58, 0.16164617234245893)	(60, 0.16200557499206802)	(62, 0.1624229458109689)	(64, 0.16285577480834756)	(66, 0.16319392246254966)	(68, 0.16352627329982258)	(70, 0.16392238912331647)	(72, 0.16434942130376595)	(74, 0.1648170312027197)	(76, 0.16536966108330142)	(78, 0.16606527911480287)	(80, 0.16678021986940156)	(82, 0.1675453997040532)	(84, 0.16842844814959806)	(86, 0.16954723381692957)	(88, 0.17193745466406093)	(90, 0.1735760215827088)	(92, 0.1752397080413831)	(94, 0.17704058583404797)	(96, 0.179376703056507)	(98, 0.18238525104275075)	(100, 0.185538719452224)	(102, 0.1888950764542185)	(104, 0.19268039790897218)	(106, 0.19897960563867978)	(108, 0.20889216258757543)	(110, 0.21828300601284498)	(112, 0.22598311116710407)	(114, 0.23487736060877398)	(116, 0.2469579270891825)	(118, 0.26496284047121166)	(120, 0.2858990109470956)	(122, 0.3078612180194441)	(124, 0.3335952206403783)	(126, 0.36690179844312953)	(128, 0.40861376079319006)	(130, 0.4559795519215095)	(132, 0.5099769016168095)	(134, 0.5722791576993129)	(136, 0.644310404861288)	(138, 0.7315022605653752)
C2_B_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.000455393625172338)	(4, 0.000910787250344676)	(5, 0.000910787250344676)	(6, 0.0012523324692239296)	(7, 0.0012523324692239296)	(8, 0.0013661808755170142)	(9, 0.0019354229069824366)	(10, 0.0023908165321547747)	(12, 0.003586224798232162)	(14, 0.005407799298921514)	(16, 0.006432434955559275)	(18, 0.008197085253102084)	(20, 0.010246356566377606)	(22, 0.012751021504825464)	(24, 0.015369534849566407)	(26, 0.01838651761633315)	(28, 0.021858894008272227)	(30, 0.02846210157327113)	(32, 0.03916385176482107)	(34, 0.04986560195637102)	(36, 0.057493445178007675)	(38, 0.06489359158705818)	(40, 0.0778723099044698)	(42, 0.0973973115837338)	(44, 0.12050853806122996)	(46, 0.1425382046789418)	(48, 0.1682679445011789)	(50, 0.20122705812302685)	(52, 0.23868318379345166)	(54, 0.28291328963831497)	(56, 0.3338604514544703)	(58, 0.39363086475833964)	(60, 0.464103028253759)	(62, 0.5505708928333567)	(64, 0.6373233784286871)	(66, 0.7107556004877266)	(68, 0.7872048053135328)	(70, 0.8673540833438642)	(72, 0.9567820064870822)	(74, 1.0471776410837914)	(76, 1.1502104487790328)	(78, 1.252787862849102)	(80, 1.367945525814557)	(82, 1.4786631009345816)	(84, 1.5995131842146908)	(86, 1.730666548264324)	(88, 1.8632430173926209)	(90, 2.01619835124738)	(92, 2.1809369951534734)	(94, 2.3436832919494375)	(96, 2.5202052459068653)	(98, 2.699687258427913)	(100, 2.8796815887772795)	(102, 3.0597897675329393)	(104, 3.248322728354287)	(106, 3.4415803980367983)	(108, 3.6367165664231447)	(110, 3.8324789010441034)	(112, 4.049644736048162)	(114, 4.272502991366876)	(116, 4.486025677369556)	(118, 4.738484518324471)	(120, 5.007735999207615)	(122, 5.277272101106493)	(124, 5.561153102198299)	(126, 5.8409924848667005)	(128, 6.133241343821048)	(130, 6.429019503370482)	(132, 6.736694821377543)	(134, 7.0471025011356385)	(136, 7.376693637354117)	(138, 7.702755472977511)
C2_B_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002960058563620197)	(4, 0.003301603782499451)	(5, 0.0034154521887925352)	(6, 0.003984694220257958)	(7, 0.003984694220257958)	(8, 0.003984694220257958)	(9, 0.004895481470602633)	(10, 0.005123178283188803)	(12, 0.005180102486335345)	(14, 0.005350875095774972)	(16, 0.005464723502068057)	(18, 0.005578571908361141)	(20, 0.0058631929240938515)	(22, 0.005977041330386937)	(24, 0.006261662346119648)	(26, 0.006546283361852359)	(28, 0.0068878285807316125)	(30, 0.007684767424783204)	(32, 0.00831093365939517)	(34, 0.008880175690860592)	(36, 0.009107872503446761)	(38, 0.009164796706593304)	(40, 0.009335569316032931)	(42, 0.009904811347498352)	(44, 0.01007558395693798)	(46, 0.010815598597843028)	(48, 0.011669461645041162)	(50, 0.012523324692239296)	(52, 0.013092566723704718)	(54, 0.013946429770902852)	(56, 0.015483383255859493)	(58, 0.017817275584867724)	(60, 0.018158820803746978)	(62, 0.018898835444652026)	(64, 0.01969577428870362)	(66, 0.019923471101289787)	(68, 0.020321940523315582)	(70, 0.02123272777366026)	(72, 0.02174504560197914)	(74, 0.02225736343029802)	(76, 0.023111226477496152)	(78, 0.02402201372784083)	(80, 0.024932800978185506)	(82, 0.026014360837969812)	(84, 0.02777901113551262)	(86, 0.030112903464520852)	(88, 0.031934477965210206)	(90, 0.03392682507533918)	(92, 0.036317641607493956)	(94, 0.03956232118684687)	(96, 0.043433167000811734)	(98, 0.04719016440848353)	(100, 0.05219949428537925)	(102, 0.05977041330386937)	(104, 0.07166757176149668)	(106, 0.08282471557821898)	(108, 0.09164796706593303)	(110, 0.10007274913162129)	(112, 0.11527151137174807)	(114, 0.13775657161463223)	(116, 0.163030917811697)	(118, 0.18961452068113224)	(120, 0.21762122862923106)	(122, 0.25206037153288907)	(124, 0.29327349461098573)	(126, 0.3422852335201586)	(128, 0.39710324115027873)	(130, 0.4598337130177683)	(132, 0.5369090840781865)	(134, 0.6273616428780422)	(136, 0.7186680647250959)	(138, 0.7970526924578847)
C2_B_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.00034154521887925355)	(4, 0.0005692420314654226)	(5, 0.0005692420314654226)	(6, 0.0007969388440515915)	(7, 0.0007969388440515915)	(8, 0.000910787250344676)	(9, 0.0014800292818100986)	(10, 0.0019354229069824366)	(12, 0.0026185133447409435)	(14, 0.003813921610818331)	(16, 0.004895481470602633)	(18, 0.0068878285807316125)	(20, 0.009392493519179472)	(22, 0.012011006863920416)	(24, 0.014686444411807902)	(26, 0.01821574500689352)	(28, 0.022371211836591104)	(30, 0.029145192011029636)	(32, 0.039903866405726116)	(34, 0.0514594796444742)	(36, 0.05908732286611086)	(38, 0.0665443934783079)	(40, 0.07980773281145223)	(42, 0.10024352174106091)	(44, 0.12363936923428978)	(46, 0.14583980846144126)	(48, 0.17236648712772995)	(50, 0.20566714596845714)	(52, 0.24403405888922663)	(54, 0.28917495198443466)	(56, 0.3407482800352019)	(58, 0.40103101116739015)	(60, 0.4721293408974214)	(62, 0.5596218411336569)	(64, 0.6479682044170905)	(66, 0.7231650767736728)	(68, 0.8009235382718496)	(70, 0.882438997177698)	(72, 0.9728915559775537)	(74, 1.065734931309564)	(76, 1.1705323893023483)	(78, 1.2741344390290554)	(80, 1.3906582828700271)	(82, 1.503083584084448)	(84, 1.6258690902715398)	(86, 1.7593563466501814)	(88, 1.8935266934665815)	(90, 2.0475635871811244)	(92, 2.21457919921308)	(94, 2.3805132513852505)	(96, 2.5599952639062984)	(98, 2.743461970647604)	(100, 2.927270222607789)	(102, 3.1112492471774136)	(104, 3.3024007213435023)	(106, 3.49719534451097)	(108, 3.69540541986723)	(110, 3.894127813051809)	(112, 4.114936797057247)	(114, 4.342462837033976)	(116, 4.558945581600276)	(118, 4.814193708509372)	(120, 5.088909912894584)	(122, 5.362715330029452)	(124, 5.652288751435913)	(126, 5.938275948044142)	(128, 6.235477212672238)	(130, 6.535980081082835)	(132, 6.846160064028344)	(134, 7.162658633523119)	(136, 7.50078840021358)	(138, 7.83333959499568)
C2_B_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.13821196523980459)	(2, 0.1418551142411833)	(3, 0.14287974989782107)	(4, 0.14379053714816573)	(5, 0.1453844148362689)	(6, 0.14652289889919975)	(7, 0.14720598933695828)	(8, 0.14879986702506146)	(9, 0.15050759311945772)	(10, 0.15227224341700052)	(12, 0.15443536313656914)	(14, 0.15597231662152578)	(16, 0.156940028075017)	(18, 0.1573384974970428)	(20, 0.15779389112221512)	(22, 0.1584200573568271)	(24, 0.15864775416941326)	(26, 0.15921699620087867)	(28, 0.15950161721661138)	(30, 0.1599000866386372)	(32, 0.1601847076543699)	(34, 0.16024163185751644)	(36, 0.16103857070156802)	(38, 0.16166473693618)	(40, 0.16240475157708506)	(42, 0.16280322099911085)	(44, 0.16337246303057626)	(46, 0.16377093245260205)	(48, 0.1639417050620417)	(50, 0.16411247767148132)	(52, 0.16434017448406749)	(54, 0.16468171970294673)	(56, 0.1649094165155329)	(58, 0.16525096173441217)	(60, 0.16547865854699834)	(62, 0.16587712796902412)	(64, 0.16650329420363608)	(66, 0.16673099101622227)	(68, 0.1671863846413946)	(70, 0.16758485406342039)	(72, 0.16809717189173928)	(74, 0.16878026232949778)	(76, 0.16929258015781667)	(78, 0.17020336740816133)	(80, 0.1715126240805318)	(82, 0.1724234113308765)	(84, 0.17356189539380734)	(86, 0.1750419246756174)	(88, 0.1774327412077722)	(90, 0.1797097093336339)	(92, 0.18141743542803018)	(94, 0.1844344181947969)	(96, 0.187280628352124)	(98, 0.19052530793147693)	(100, 0.19388383591712294)	(102, 0.19821007535626012)	(104, 0.20270708740483695)	(106, 0.2111318694705252)	(108, 0.2230859521312991)	(110, 0.23538158001095222)	(112, 0.24346481685776122)	(114, 0.25302808298638035)	(116, 0.26720220956986934)	(118, 0.29014266343792583)	(120, 0.31439237397835285)	(122, 0.3380159182841679)	(124, 0.3659087778259736)	(126, 0.40211257102717446)	(128, 0.44173181641716786)	(130, 0.4904020101074615)	(132, 0.5455046387533145)	(134, 0.6082351106208039)	(136, 0.6836027555868258)	(138, 0.7750230258401727)
C2_B_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 2.557396720172805e-05)	(2, 0.00014065681960950428)	(3, 0.0002941006228198726)	(4, 0.0005754142620388812)	(5, 0.0006393491800432013)	(6, 0.0008823018684596177)	(7, 0.0009377121307300285)	(8, 0.001035745671669986)	(9, 0.0013042723272881306)	(10, 0.001634602736977118)	(12, 0.002930350408531339)	(14, 0.004364623735761587)	(16, 0.005607092308978875)	(18, 0.007045627964076078)	(20, 0.008901871750134838)	(22, 0.01134205445396639)	(24, 0.014074206616684338)	(26, 0.01625651848456513)	(28, 0.018798997057203594)	(30, 0.023911659333615727)	(32, 0.03319500942784301)	(34, 0.04262967216134718)	(36, 0.049336445060000365)	(38, 0.05739437589247817)	(40, 0.06922872921507783)	(42, 0.08678312653513065)	(44, 0.10678196888688199)	(46, 0.1276780312546273)	(48, 0.1520244480306724)	(50, 0.18197156362389594)	(52, 0.2192434896564811)	(54, 0.26101856508050386)	(56, 0.3071881005353569)	(58, 0.36115982715067046)	(60, 0.4213097980091348)	(62, 0.49500970915664816)	(64, 0.572413583220545)	(66, 0.6422965797632004)	(68, 0.7123223642893988)	(70, 0.7882642598949302)	(72, 0.867560607531755)	(74, 0.9520974872810005)	(76, 1.042816873601264)	(78, 1.1387810543618149)	(80, 1.2398301922676427)	(82, 1.3444106688112427)	(84, 1.4602564779072038)	(86, 1.5852385867859824)	(88, 1.7114205409593084)	(90, 1.8440961516379402)	(92, 1.9885443118851005)	(94, 2.137706606753113)	(96, 2.300674581582191)	(98, 2.4668201218360846)	(100, 2.637841765169774)	(102, 2.808995540667339)	(104, 2.98413672388444)	(106, 3.166378945327888)	(108, 3.354486129916265)	(110, 3.5443323442743595)	(112, 3.7418550111208395)	(114, 3.947120196537643)	(116, 4.145491066629647)	(118, 4.379377783673052)	(120, 4.625478201219213)	(122, 4.873643716616915)	(124, 5.138067881663115)	(126, 5.401266627447567)	(128, 5.670453943885089)	(130, 5.9422583296329226)	(132, 6.22776396830908)	(134, 6.518120136097834)	(136, 6.824937414108765)	(138, 7.127149246859453)
C2_B_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0025914953431084423)	(4, 0.002979367179001318)	(5, 0.003111499342876913)	(6, 0.003541994457439335)	(7, 0.0037423238671862044)	(8, 0.003981014227735667)	(9, 0.004671511342182324)	(10, 0.004925119850266127)	(12, 0.005257581423888592)	(14, 0.005485615964770667)	(16, 0.005628403948313649)	(18, 0.005786110079390972)	(20, 0.005907586423599179)	(22, 0.006067423718609979)	(24, 0.006367917833230284)	(26, 0.00685169204612964)	(28, 0.007599730586780186)	(30, 0.008452196160171122)	(32, 0.009061709045145638)	(34, 0.009379252471233761)	(36, 0.009737288012057956)	(38, 0.010274341323294245)	(40, 0.010881723044335285)	(42, 0.0121497655847543)	(44, 0.012859443174602254)	(46, 0.013733220387327962)	(48, 0.014715686960661015)	(50, 0.016147829123957787)	(52, 0.017030130992417403)	(54, 0.01823210745089862)	(56, 0.020235401548367317)	(58, 0.02408215244829391)	(60, 0.024779043054541004)	(62, 0.026177086594902137)	(64, 0.02646053139805462)	(66, 0.02688676418475009)	(68, 0.027274636020642964)	(70, 0.0276475897090015)	(72, 0.0281931676759717)	(74, 0.028913501085487035)	(76, 0.02970203174087365)	(78, 0.03043941446185681)	(80, 0.031385651248320746)	(82, 0.032996811182029614)	(84, 0.03507469601717002)	(86, 0.0376534043766776)	(88, 0.03931358108085645)	(90, 0.041229497457052566)	(92, 0.04406820781644438)	(94, 0.04765495671648674)	(96, 0.05126514841979735)	(98, 0.05457484600848766)	(100, 0.05845569553134989)	(102, 0.0650644348890631)	(104, 0.07553910562210422)	(106, 0.08570475758479112)	(108, 0.09390547640081193)	(110, 0.10431408105191524)	(112, 0.11845861607840433)	(114, 0.13781384692224552)	(116, 0.1605043493219787)	(118, 0.18501912804876852)	(120, 0.21415427018333721)	(122, 0.24767321652906876)	(124, 0.28810139634713383)	(126, 0.3344691300478003)	(128, 0.38506296182855226)	(130, 0.4447504701134521)	(132, 0.5121890216244089)	(134, 0.5902386383601494)	(136, 0.6724333689465034)	(138, 0.7463378718316306)
C2_B_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 2.9836295068682724e-05)	(2, 0.0001363944917425496)	(3, 0.00028131363921900856)	(4, 0.0005072170161676063)	(5, 0.0005668896063049717)	(6, 0.0008013176389874789)	(7, 0.0008567279012578897)	(8, 0.0009504991143308926)	(9, 0.0011977141306142637)	(10, 0.0015216510485028191)	(12, 0.0025552655562393277)	(14, 0.003714618736050999)	(16, 0.005029546883006516)	(18, 0.006517099308573698)	(20, 0.008441540340503734)	(22, 0.0110777901262152)	(24, 0.014012402862613495)	(26, 0.016663570795859305)	(28, 0.01964080681092714)	(30, 0.02513281626749824)	(32, 0.03472092280421278)	(34, 0.044596736471946764)	(36, 0.05147826481314509)	(38, 0.05964701617016372)	(40, 0.07172645334511327)	(42, 0.08977314953379936)	(44, 0.11007887949197143)	(46, 0.13132871507267396)	(48, 0.15594365850433722)	(50, 0.1865152051300696)	(52, 0.22440090637549626)	(54, 0.2670007422417747)	(56, 0.31383306967993924)	(58, 0.36875103308171675)	(60, 0.4300028156937889)	(62, 0.5051881481029359)	(64, 0.5839239996252561)	(66, 0.6549237260690537)	(68, 0.7257636152178404)	(70, 0.8028648640031835)	(72, 0.8835912226393715)	(74, 0.9696561469289203)	(76, 1.0618609545108173)	(78, 1.1594853119755473)	(80, 1.2619346245856697)	(82, 1.3676574049976136)	(84, 1.485295522961629)	(86, 1.6125089604787584)	(88, 1.7407496190118237)	(90, 1.8751621282962392)	(92, 2.0218011250670145)	(94, 2.1731542564586412)	(96, 2.3386561852046244)	(98, 2.508467327424099)	(100, 2.6835765431821974)	(102, 2.8578460803505066)	(104, 3.0360476149760807)	(106, 3.221420516237807)	(108, 3.4129141203164797)	(110, 3.6061936397714063)	(112, 3.8083537193371333)	(114, 4.0178535274897555)	(116, 4.219257043859098)	(118, 4.456351162622385)	(120, 4.7070037463304555)	(122, 4.959915363808012)	(124, 5.230343017654818)	(126, 5.498366718584662)	(128, 5.7714157040696445)	(130, 6.046470114816031)	(132, 6.335995128670728)	(134, 6.6315790415883)	(136, 6.948845416365071)	(138, 7.257041557440964)
C2_B_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.11715434375111619)	(2, 0.12130158876566309)	(3, 0.12225635020786094)	(4, 0.1232111116500588)	(5, 0.12386324781370285)	(6, 0.12469440174775902)	(7, 0.12559801525555342)	(8, 0.1265399897141504)	(9, 0.1278272127299707)	(10, 0.12953427504068604)	(12, 0.13160150405615906)	(14, 0.13257331480982473)	(16, 0.13348971530122)	(18, 0.1342292291861366)	(20, 0.13484300439897812)	(22, 0.13558464944782822)	(24, 0.1361131781033306)	(26, 0.13667367421783513)	(28, 0.13704023441439322)	(30, 0.13731941688967877)	(32, 0.13763056682396646)	(34, 0.13786925718451593)	(36, 0.13823581738107402)	(38, 0.13859598408583168)	(40, 0.13903500385612802)	(42, 0.13931418633141357)	(44, 0.13965943488863689)	(46, 0.1400515690523967)	(48, 0.14042452274075523)	(50, 0.14076764013404508)	(52, 0.14112141334700234)	(54, 0.14157961359269994)	(56, 0.14203994500233108)	(58, 0.14247257128082697)	(60, 0.14280077052658247)	(62, 0.14309487114940234)	(64, 0.14342307039515786)	(66, 0.14375553196878033)	(68, 0.14414553496860666)	(70, 0.14453553796843305)	(72, 0.14484242557485377)	(74, 0.14532619978775313)	(76, 0.14596128663992936)	(78, 0.14669866936091253)	(80, 0.14763851265557604)	(82, 0.14849097822896695)	(84, 0.14939459173676134)	(86, 0.15051132163790348)	(88, 0.1527937982106577)	(90, 0.15450299168530654)	(92, 0.1564316950451035)	(94, 0.1585756459621817)	(96, 0.16125238786262924)	(98, 0.1646729059758604)	(100, 0.1682362120726345)	(102, 0.17163328738259737)	(104, 0.17582102451188036)	(106, 0.18268763470554433)	(108, 0.19326460130739237)	(110, 0.2035581231060879)	(112, 0.21149244643042403)	(114, 0.22099317524586598)	(116, 0.2349182003872069)	(118, 0.2545824500014023)	(120, 0.2765717994670215)	(122, 0.29933902376835986)	(124, 0.3256525048550045)	(126, 0.3590542371843949)	(128, 0.39932044854351567)	(130, 0.44407915347440674)	(132, 0.4941529812553902)	(134, 0.5512788304922502)	(136, 0.616993270381024)	(138, 0.6941946838712405)
