Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
C1_D_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00030227415964005194)	(5, 0.00030227415964005194)	(6, 0.00030227415964005194)	(7, 0.0004534112394600779)	(8, 0.0004534112394600779)	(9, 0.0006045483192801039)	(10, 0.0009823910188301688)	(12, 0.0019647820376603375)	(14, 0.0034761528358605975)	(16, 0.004760818014330818)	(18, 0.006272188812531078)	(20, 0.008236970850191415)	(22, 0.010881869747041868)	(24, 0.014131316963172429)	(26, 0.017834175418763063)	(28, 0.020630211395433543)	(30, 0.026977968747874635)	(32, 0.03733085871554641)	(34, 0.047986022842858245)	(36, 0.05743209033160987)	(38, 0.06642474658090142)	(40, 0.08002708376470374)	(42, 0.10156411763905746)	(44, 0.12665287288918176)	(46, 0.15038139442092585)	(48, 0.17887073396700073)	(50, 0.21121406904848627)	(52, 0.25285233453890343)	(54, 0.3021985911001419)	(56, 0.3517715532811104)	(58, 0.41834743694183185)	(60, 0.4883994734384139)	(62, 0.5712225931797881)	(64, 0.6659855422269444)	(66, 0.7433677270947978)	(68, 0.8174248962066104)	(70, 0.8997190361686146)	(72, 0.9884365020229697)	(74, 1.0844085477086862)	(76, 1.181362984413233)	(78, 1.2817935739536401)	(80, 1.3917457995227092)	(82, 1.502680416110608)	(84, 1.63008897439889)	(86, 1.7665657574763736)	(88, 1.9071988102489077)	(90, 2.050098919218742)	(92, 2.2090195586494996)	(94, 2.370282822817467)	(96, 2.5470376376669877)	(98, 2.73784820093977)	(100, 2.9195149708834416)	(102, 3.0943805722352113)	(104, 3.278389966916093)	(106, 3.475850561700957)	(108, 3.66658555643383)	(110, 3.8656330905568037)	(112, 4.083497191117372)	(114, 4.2981118444618085)	(116, 4.509854893289665)	(118, 4.7590043693729775)	(120, 5.021680614100182)	(122, 5.288437559982529)	(124, 5.5684190003491265)	(126, 5.851498750852035)	(128, 6.130346663119983)	(130, 6.40602069671171)	(132, 6.706103368694372)	(134, 7.009737762052804)	(136, 7.33286883870802)	(138, 7.641490755700513)
C1_D_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0009068224789201558)	(4, 0.0019647820376603375)	(5, 0.0019647820376603375)	(6, 0.0025693303569404415)	(7, 0.0025693303569404415)	(8, 0.0025693303569404415)	(9, 0.0028716045165804935)	(10, 0.0030227415964005195)	(12, 0.0032494472161305583)	(14, 0.003325015756040571)	(16, 0.003325015756040571)	(18, 0.003627289915680623)	(20, 0.003627289915680623)	(22, 0.003853995535410662)	(24, 0.0040807011551407014)	(26, 0.004458543854690766)	(28, 0.005516503413430948)	(30, 0.005667640493250974)	(32, 0.0058943461129810125)	(34, 0.006045483192801039)	(36, 0.006725600051991155)	(38, 0.006952305671721194)	(40, 0.007179011291451234)	(42, 0.0077079910708213245)	(44, 0.0077079910708213245)	(46, 0.008085833770371389)	(48, 0.008917087709381532)	(50, 0.010201752887851752)	(52, 0.010957438286951882)	(54, 0.011788692225962025)	(56, 0.01292222032461222)	(58, 0.015264845061822623)	(60, 0.015567119221462674)	(62, 0.016322804620562806)	(64, 0.016625078780202855)	(66, 0.016625078780202855)	(68, 0.016851784399932894)	(70, 0.01722962709948296)	(72, 0.017607469799033024)	(74, 0.017909743958673077)	(76, 0.018212018118313127)	(78, 0.01926997767705331)	(80, 0.020630211395433543)	(82, 0.022443856353273856)	(84, 0.023955227151474114)	(86, 0.02607114626895448)	(88, 0.027431379987334713)	(90, 0.030000710344275153)	(92, 0.032116629461755516)	(94, 0.03536607667788608)	(96, 0.039220072213296736)	(98, 0.04337634190834745)	(100, 0.046550220584567994)	(102, 0.05357809479619921)	(104, 0.06514008140243119)	(106, 0.07670206800866318)	(108, 0.08705495797633496)	(110, 0.09846580750274692)	(112, 0.11320167278519945)	(114, 0.13813929095550376)	(116, 0.1636814574450881)	(118, 0.19118840597233283)	(120, 0.22390958375336847)	(122, 0.2599557772904446)	(124, 0.30499462707681235)	(126, 0.3571369196147214)	(128, 0.40988376047191044)	(130, 0.47940681718912237)	(132, 0.5570912762166157)	(134, 0.6441462341929507)	(136, 0.7429143158553376)	(138, 0.8235459479393215)
C1_D_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00030227415964005194)	(5, 0.00030227415964005194)	(6, 0.00030227415964005194)	(7, 0.0004534112394600779)	(8, 0.0004534112394600779)	(9, 0.0006045483192801039)	(10, 0.0009823910188301688)	(12, 0.0017380764179302987)	(14, 0.0027960359766704803)	(16, 0.003778426995500649)	(18, 0.005138660713880883)	(20, 0.007179011291451234)	(22, 0.009748341648391674)	(24, 0.012846651784702207)	(26, 0.01647394170038283)	(28, 0.019345546216963324)	(30, 0.02607114626895448)	(32, 0.03672631039626631)	(34, 0.047986022842858245)	(36, 0.056676404932509736)	(38, 0.0657446297217113)	(40, 0.08002708376470374)	(42, 0.10224423449824757)	(44, 0.12771083244792195)	(46, 0.151363785439756)	(48, 0.17947528228628085)	(50, 0.2118941859076764)	(52, 0.2544392738770137)	(54, 0.30340768773870214)	(56, 0.35350962969904076)	(58, 0.41902755380102197)	(60, 0.488777316137964)	(62, 0.5713737302596082)	(64, 0.6640963287291941)	(66, 0.7406472596580373)	(68, 0.81493113438958)	(70, 0.896545157492394)	(72, 0.9864717199853095)	(74, 1.082292628591206)	(76, 1.1783402428168324)	(78, 1.2783174211177797)	(80, 1.385322473630358)	(82, 1.4963326587581671)	(84, 1.6210963181495983)	(86, 1.7562128675087019)	(88, 1.8978283113000662)	(90, 2.039594892171251)	(92, 2.1979865518226376)	(94, 2.3597787957699756)	(96, 2.534493260041925)	(98, 2.723868021056418)	(100, 2.9059882022395493)	(102, 3.078889021553659)	(104, 3.2600268117179603)	(106, 3.4564294469440835)	(108, 3.6473911472966867)	(110, 3.848781306156871)	(112, 4.067854503355999)	(114, 4.279824257803585)	(116, 4.489149113354321)	(118, 4.736031533240334)	(120, 4.997725386948709)	(122, 5.265086881150335)	(124, 5.543103539479272)	(126, 5.824596350644071)	(128, 6.104351085390938)	(130, 6.377606925705546)	(132, 6.676782775209286)	(134, 6.978981366309429)	(136, 7.3019613058848245)	(138, 7.609449694778667)
C1_D_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.1874099789768322)	(2, 0.19013044641359267)	(3, 0.19118840597233286)	(4, 0.1925486396907131)	(5, 0.1933043250898132)	(6, 0.1943622846485534)	(7, 0.1949668329678335)	(8, 0.1961759296063937)	(9, 0.19814071164405403)	(10, 0.20040776784135444)	(12, 0.20516858585568526)	(14, 0.20758677913280565)	(16, 0.2083424645319058)	(18, 0.20872030723145585)	(20, 0.20887144431127588)	(22, 0.20940042409064596)	(24, 0.20985383533010604)	(26, 0.21030724656956612)	(28, 0.21053395218929616)	(30, 0.2107606578090262)	(32, 0.21091179488884623)	(34, 0.21098736342875624)	(36, 0.21151634320812635)	(38, 0.21166748028794635)	(40, 0.21196975444758642)	(42, 0.21272543984668654)	(44, 0.21280100838659655)	(46, 0.21332998816596666)	(48, 0.21446351626461685)	(50, 0.21514363312380697)	(52, 0.21567261290317705)	(54, 0.21605045560272712)	(56, 0.21680614100182727)	(58, 0.21748625786101738)	(60, 0.21793966910047746)	(62, 0.2181663747202075)	(64, 0.2183175118000275)	(66, 0.21861978595966758)	(68, 0.21907319719912763)	(70, 0.2200555882179578)	(72, 0.22050899945741786)	(74, 0.22141582193633805)	(76, 0.2222470758753482)	(78, 0.22285162419462828)	(80, 0.2245141320726486)	(82, 0.2253453860116587)	(84, 0.227007893889679)	(86, 0.2293505186268894)	(88, 0.23184428044391983)	(90, 0.23388463102149018)	(92, 0.23615168721879057)	(94, 0.23849431195600096)	(96, 0.2416681906322215)	(98, 0.24491763784835208)	(100, 0.24914947608331278)	(102, 0.2545148424169237)	(104, 0.2588978177317045)	(106, 0.2673614942016259)	(108, 0.2788479122679479)	(110, 0.29086331011364)	(112, 0.30159404278086177)	(114, 0.31209806982835364)	(116, 0.3291765598480165)	(118, 0.3532829240793107)	(120, 0.38101657822628543)	(122, 0.40716329303515)	(124, 0.4395821966565455)	(126, 0.4759306643532618)	(128, 0.5215740624589096)	(130, 0.5746987460156487)	(132, 0.6292592318306781)	(134, 0.7002936593460902)	(136, 0.7783559610731337)	(138, 0.8670734269274889)
C1_D_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 2.8208722430346175e-05)	(2, 3.385046691641541e-05)	(3, 9.5909656263177e-05)	(4, 0.00021438629047063095)	(5, 0.0002595202463591848)	(6, 0.0004005638585109157)	(7, 0.00044569781439946957)	(8, 0.0005246822372044389)	(9, 0.0007334267831890005)	(10, 0.0009534548181457008)	(12, 0.0019830731868533363)	(14, 0.0031819438901430487)	(16, 0.00416642830296213)	(18, 0.005035256953816793)	(20, 0.006205918934676159)	(22, 0.008476721090319026)	(24, 0.011043714831480528)	(26, 0.013193219480672907)	(28, 0.015870227239312758)	(30, 0.021083199144440734)	(32, 0.030535942030849736)	(34, 0.040346935692124136)	(36, 0.047224222220642535)	(38, 0.05528909596347851)	(40, 0.06710855066179355)	(42, 0.0849505675989875)	(44, 0.10579963434725637)	(46, 0.127932197966106)	(48, 0.1537713877123031)	(50, 0.18432989672109706)	(52, 0.22277274364917285)	(54, 0.2659659394345189)	(56, 0.3135907255136724)	(58, 0.3689305971775255)	(60, 0.43139317125504106)	(62, 0.5080729414374511)	(64, 0.5878077162590676)	(66, 0.6594804382100912)	(68, 0.7301376461536222)	(70, 0.8069443555869689)	(72, 0.8870796942670962)	(74, 0.9721854098394507)	(76, 1.0639032499494783)	(78, 1.1597621305122807)	(80, 1.2609016839140437)	(82, 1.3656999086150228)	(84, 1.4816236534425304)	(86, 1.6072681240195354)	(88, 1.7335726787014103)	(90, 1.866043660106559)	(92, 2.0089349435774775)	(94, 2.158167547850738)	(96, 2.3228754572492862)	(98, 2.4904211641243275)	(100, 2.6595606638166833)	(102, 2.829679006177372)	(104, 3.0048749185755224)	(106, 3.1841667374705596)	(108, 3.3725248397547105)	(110, 3.5604316024799756)	(112, 3.7555767233808677)	(114, 3.9563382009176413)	(116, 4.152857086600891)	(118, 4.382112194664558)	(120, 4.6205746297294885)	(122, 4.857987700320011)	(124, 5.115637708382064)	(126, 5.370765856658844)	(128, 5.631470869360103)	(130, 5.890204092363481)	(132, 6.165106555063934)	(134, 6.444285460084827)	(136, 6.744121612541463)	(138, 7.036064964462087)
C1_D_CKDL260002520-1A_23757VLT4_L4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0009985887740342546)	(4, 0.0015401962446969012)	(5, 0.0016417476454461475)	(6, 0.002093087204331686)	(7, 0.0022679812833998328)	(8, 0.002420308384523702)	(9, 0.0028885731768674484)	(10, 0.0032073317403303603)	(12, 0.003621999960056449)	(14, 0.0038222818893119065)	(16, 0.0040141012018382605)	(18, 0.004135398708288749)	(20, 0.00428208406492655)	(22, 0.004454157271751661)	(24, 0.004803945429887954)	(26, 0.005303239816905081)	(28, 0.006002816133177666)	(30, 0.006724959427394529)	(32, 0.007212970325439517)	(34, 0.007475311444041737)	(36, 0.007706622967970575)	(38, 0.00804512763713473)	(40, 0.008465437601346888)	(42, 0.009464026375381143)	(44, 0.010016917335015928)	(46, 0.010795478074093482)	(48, 0.011729186786537942)	(50, 0.012891386150668201)	(52, 0.01353736589432313)	(54, 0.014473895479010623)	(56, 0.015923823811930415)	(58, 0.01887727705038766)	(60, 0.019354004459460512)	(62, 0.02044850288975794)	(64, 0.020815216281352446)	(66, 0.021181929672946943)	(68, 0.021650194465290692)	(70, 0.021963311284267532)	(72, 0.02255005271081873)	(74, 0.023218599432417938)	(76, 0.02395484708784997)	(78, 0.024739049571413596)	(80, 0.02581098102376675)	(82, 0.02768686106538477)	(84, 0.029703784719154525)	(86, 0.03206767565881753)	(88, 0.033289113340051524)	(90, 0.034654415505680276)	(92, 0.03662338433131844)	(94, 0.039748910776600796)	(96, 0.04286879547739708)	(98, 0.045695309464917774)	(100, 0.04922422064095408)	(102, 0.05538782649198472)	(104, 0.06545269865513223)	(106, 0.07607892439464364)	(108, 0.0846797638636562)	(110, 0.09485747091652508)	(112, 0.1090126078320728)	(114, 0.12824813565732585)	(116, 0.1514413472395565)	(118, 0.17754287810435582)	(120, 0.20802804443483092)	(122, 0.2414694848760063)	(124, 0.2829109189984279)	(126, 0.33043415367683204)	(128, 0.38100957212219977)	(130, 0.441573699180153)	(132, 0.5106540395398278)	(134, 0.5905411414625681)	(136, 0.675192696603794)	(138, 0.7512885462318958)
C1_D_CKDL260002520-1A_23757VLT4_L4_2 - illumina_universal_adapter	(1, 2.8208722430346175e-05)	(2, 3.385046691641541e-05)	(3, 9.026791177710776e-05)	(4, 0.00018617756804028478)	(5, 0.00023695326841490787)	(6, 0.00036107164710843105)	(7, 0.0003892803695387772)	(8, 0.0004569813033716081)	(9, 0.0006657258493561697)	(10, 0.0008829330120698354)	(12, 0.0016840607290916666)	(14, 0.002626232058265229)	(16, 0.0036191790878134147)	(18, 0.004488007738668077)	(20, 0.005667132336256547)	(22, 0.00796050146984369)	(24, 0.010598017017081058)	(26, 0.012880102661696063)	(28, 0.015763034094077442)	(30, 0.021063453038739487)	(32, 0.030389256674211936)	(34, 0.04006484846782067)	(36, 0.04694213499633908)	(38, 0.05502111310039022)	(40, 0.06679825471505975)	(42, 0.08449640716785894)	(44, 0.10508031192528254)	(46, 0.12710568239889683)	(48, 0.15278126155499794)	(50, 0.1832297565463136)	(52, 0.2215795146903692)	(54, 0.2645696076742168)	(56, 0.31177408378915805)	(58, 0.3669644492241304)	(60, 0.42930290492295237)	(62, 0.5055567233966642)	(64, 0.5849247848266862)	(66, 0.6561997637914418)	(68, 0.7263520356034698)	(70, 0.8026876593722296)	(72, 0.8825211647223523)	(74, 0.9672996591145147)	(76, 1.0583940864588315)	(78, 1.1536210916391942)	(80, 1.2539313086015051)	(82, 1.3577760784843385)	(84, 1.4728140694275333)	(86, 1.5977307549658353)	(88, 1.7232313610584455)	(90, 1.8546191275222688)	(92, 1.9963623159902721)	(94, 2.144692241145761)	(96, 2.308551067999156)	(98, 2.47610805836317)	(100, 2.6465874723709666)	(102, 2.8161811324944512)	(104, 2.990652080726142)	(106, 3.1688747890410696)	(108, 3.355997349282771)	(110, 3.5430832381853126)	(112, 3.7386373855614443)	(114, 3.939235252508122)	(116, 4.134456536959576)	(118, 4.362422506408175)	(120, 4.60045052714768)	(122, 4.837361482478942)	(124, 5.0951102210695005)	(126, 5.3492679892946775)	(128, 5.60836792568965)	(130, 5.864457991401304)	(132, 6.138054390253232)	(134, 6.4164744806407485)	(136, 6.719780305956316)	(138, 7.012135505224425)
C1_D_CKDL260002520-1A_23757VLT4_L4_2 - polyg	(1, 0.16943287040563126)	(2, 0.17219168345931912)	(3, 0.17327489840064442)	(4, 0.17456685788795429)	(5, 0.1756444310847935)	(6, 0.1767784217264934)	(7, 0.1777882939894998)	(8, 0.17918744662204497)	(9, 0.18062609146599265)	(10, 0.18285740141023302)	(12, 0.18539618642896416)	(14, 0.1867107128942183)	(16, 0.18769237643479436)	(18, 0.18840323624003907)	(20, 0.1890915290673395)	(22, 0.18983623933950067)	(24, 0.1903863094268924)	(26, 0.19091099166409686)	(28, 0.1912241084830737)	(30, 0.1915005539628911)	(32, 0.1917544324647642)	(34, 0.19198574398869306)	(36, 0.19235245738028756)	(38, 0.19274455862206935)	(40, 0.19323539039235738)	(42, 0.19360492465619492)	(44, 0.19398856328124764)	(46, 0.19442297760667493)	(48, 0.194995614672011)	(50, 0.19544131248641045)	(52, 0.1959180398954833)	(54, 0.19655273615016608)	(56, 0.19708870187634267)	(58, 0.1974920866070966)	(60, 0.19790393395457967)	(62, 0.19824808036822988)	(64, 0.19867685294917115)	(66, 0.19908587942441117)	(68, 0.1994554136882487)	(70, 0.19989829063040515)	(72, 0.20042015199536656)	(74, 0.2010351021443481)	(76, 0.20171493235491944)	(78, 0.20254144792212858)	(80, 0.20346669401784395)	(82, 0.2044850288975794)	(84, 0.20560491517806417)	(86, 0.20707741048892825)	(88, 0.20905766280353855)	(90, 0.21077557399954663)	(92, 0.21279813939780245)	(94, 0.21465427333371923)	(96, 0.21679813623842553)	(98, 0.22009009414604694)	(100, 0.22354002089927827)	(102, 0.22703508160839816)	(104, 0.23133691177902596)	(106, 0.23845679332044534)	(108, 0.24955128385230047)	(110, 0.26019161395302703)	(112, 0.2685526792813817)	(114, 0.2785526713829394)	(116, 0.2929362989501729)	(118, 0.3129644918757187)	(120, 0.33599973461233934)	(122, 0.36010690880131324)	(124, 0.3886767028787678)	(126, 0.42333111838444815)	(128, 0.46478383599584183)	(130, 0.5113931080675028)	(132, 0.563728750792524)	(134, 0.6224988031039073)	(136, 0.691333727578438)	(138, 0.7710402936776242)
C2_A_CKDL260002520-1A_2372W3LT4_L5_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0003089598352214212)	(5, 0.0003089598352214212)	(6, 0.00041194644696189496)	(7, 0.00041194644696189496)	(8, 0.0006179196704428424)	(9, 0.0008238928939237899)	(10, 0.0012873326467559218)	(12, 0.002368692070030896)	(14, 0.003604531410916581)	(16, 0.0047888774459320296)	(18, 0.0062821833161688986)	(20, 0.008084449021627188)	(22, 0.010041194644696189)	(24, 0.01168898043254377)	(26, 0.013182286302780639)	(28, 0.01560247167868177)	(30, 0.02070030895983522)	(32, 0.030690010298661172)	(34, 0.04191555097837281)	(36, 0.049227600411946446)	(38, 0.05829042224510814)	(40, 0.07075180226570546)	(42, 0.08990731204943359)	(44, 0.11153450051493305)	(46, 0.1353244078269825)	(48, 0.16204943357363544)	(50, 0.19464469618949537)	(52, 0.237178166838311)	(54, 0.28692070030895983)	(56, 0.34170957775489186)	(58, 0.40787847579814623)	(60, 0.4847579814624099)	(62, 0.5759011328527291)	(64, 0.6757981462409887)	(66, 0.7648300720906283)	(68, 0.8524201853759011)	(70, 0.9364057672502575)	(72, 1.0296601441812565)	(74, 1.1283213182286302)	(76, 1.233007209062822)	(78, 1.3420185375901132)	(80, 1.460659114315139)	(82, 1.579763130792997)	(84, 1.7108135942327496)	(86, 1.8502574665293512)	(88, 1.9869721936148301)	(90, 2.1328012358393407)	(92, 2.285169927909372)	(94, 2.440113285272915)	(96, 2.6190525231719874)	(98, 2.788877445932029)	(100, 2.960968074150361)	(102, 3.1316683831101955)	(104, 3.300205973223481)	(106, 3.476313079299691)	(108, 3.6589083419155513)	(110, 3.85)	(112, 4.040319258496395)	(114, 4.235066941297632)	(116, 4.427857878475798)	(118, 4.648146240988671)	(120, 4.883625128733264)	(122, 5.120442842430483)	(124, 5.378424304840371)	(126, 5.642842430484037)	(128, 5.9075695159629245)	(130, 6.153759011328527)	(132, 6.425180226570546)	(134, 6.706230690010299)	(136, 7.016632337796087)	(138, 7.311431513903193)
C2_A_CKDL260002520-1A_2372W3LT4_L5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0020597322348094747)	(4, 0.0025746652935118436)	(5, 0.002780638516992791)	(6, 0.0032955715756951597)	(7, 0.0033985581874356333)	(8, 0.003604531410916581)	(9, 0.004634397528321318)	(10, 0.004891864057672503)	(12, 0.005252317198764161)	(14, 0.005458290422245108)	(16, 0.005612770339855818)	(18, 0.005870236869207003)	(20, 0.005870236869207003)	(22, 0.006024716786817714)	(24, 0.006694129763130793)	(26, 0.007209062821833162)	(28, 0.007723995880535531)	(30, 0.00854788877445932)	(32, 0.008650875386199793)	(34, 0.008753861997940269)	(36, 0.008753861997940269)	(38, 0.008805355303810505)	(40, 0.008959835221421216)	(42, 0.009629248197734294)	(44, 0.009783728115345005)	(46, 0.0101956745623069)	(48, 0.010556127703398558)	(50, 0.011122554067971163)	(52, 0.011637487126673533)	(54, 0.012152420185375901)	(56, 0.013182286302780639)	(58, 0.015190525231719876)	(60, 0.015447991761071062)	(62, 0.01611740473738414)	(64, 0.016529351184346036)	(66, 0.01678681771369722)	(68, 0.017301750772399586)	(70, 0.018074150360453144)	(72, 0.018537590113285273)	(74, 0.019361483007209062)	(76, 0.02023686920700309)	(78, 0.02090628218331617)	(80, 0.022502574665293512)	(82, 0.025128733264675594)	(84, 0.02682801235839341)	(86, 0.0296086508753862)	(88, 0.03130792996910402)	(90, 0.03321318228630278)	(92, 0.036302780638516996)	(94, 0.038722966014418124)	(96, 0.04104016477857879)	(98, 0.04330587023686921)	(100, 0.04675592173017508)	(102, 0.05391349124613801)	(104, 0.0654994850669413)	(106, 0.07631307929969104)	(108, 0.08702368692070031)	(110, 0.09886714727085479)	(112, 0.11266735324407827)	(114, 0.13661174047373842)	(116, 0.15993820803295572)	(118, 0.18697219361483008)	(120, 0.21807415036045313)	(122, 0.25556127703398557)	(124, 0.3011328527291452)	(126, 0.35550978372811537)	(128, 0.4154994850669413)	(130, 0.4841915550978373)	(132, 0.5652420185375902)	(134, 0.6642636457260556)	(136, 0.7668898043254377)	(138, 0.8629248197734294)
C2_A_CKDL260002520-1A_2372W3LT4_L5_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0003089598352214212)	(5, 0.0003089598352214212)	(6, 0.00041194644696189496)	(7, 0.00041194644696189496)	(8, 0.0006179196704428424)	(9, 0.0008238928939237899)	(10, 0.0012873326467559218)	(12, 0.002008238928939238)	(14, 0.002677651905252317)	(16, 0.003810504634397528)	(18, 0.005406797116374871)	(20, 0.007363542739443872)	(22, 0.009423274974253347)	(24, 0.011174047373841402)	(26, 0.01282183316168898)	(28, 0.015859938208032956)	(30, 0.021575695159629246)	(32, 0.03171987641606591)	(34, 0.04289392378990731)	(36, 0.05025746652935119)	(38, 0.0592173017507724)	(40, 0.07183316168898043)	(42, 0.09083419155509784)	(44, 0.11282183316168898)	(46, 0.13707518022657056)	(48, 0.16405767250257466)	(50, 0.19747682801235839)	(52, 0.24093717816683832)	(54, 0.29248197734294545)	(56, 0.3485066941297631)	(58, 0.4160659114315139)	(60, 0.4951596292481977)	(62, 0.588053553038105)	(64, 0.688259526261586)	(66, 0.7779608650875387)	(68, 0.8662718846549948)	(70, 0.9519052523171987)	(72, 1.0456230690010297)	(74, 1.145417095777549)	(76, 1.2530895983522141)	(78, 1.364778578784758)	(80, 1.4840370751802265)	(82, 1.6038105046343976)	(84, 1.7360453141091658)	(86, 1.875643666323378)	(88, 2.0142121524201855)	(90, 2.160041194644696)	(92, 2.3151905252317198)	(94, 2.4720391349124613)	(96, 2.652574665293512)	(98, 2.8266735324407826)	(100, 3.003089598352214)	(102, 3.176261585993821)	(104, 3.3468589083419156)	(106, 3.5249227600411945)	(108, 3.71091658084449)	(110, 3.9055612770339856)	(112, 4.099073120494335)	(114, 4.297270854788877)	(116, 4.492996910401648)	(118, 4.717868177136972)	(120, 4.956848609680741)	(122, 5.199691040164779)	(124, 5.462667353244079)	(126, 5.731771369721937)	(128, 6.000823892893924)	(130, 6.248918640576726)	(132, 6.523738414006179)	(134, 6.810092687950567)	(136, 7.128063851699279)	(138, 7.424974253347065)
C2_A_CKDL260002520-1A_2372W3LT4_L5_2 - polyg	(1, 0.14912461380020597)	(2, 0.15653964984552007)	(3, 0.15890834191555098)	(4, 0.16107106076210093)	(5, 0.16220391349124613)	(6, 0.1638516992790937)	(7, 0.16457260556127704)	(8, 0.16580844490216273)	(9, 0.16694129763130794)	(10, 0.17018537590113286)	(12, 0.17327497425334706)	(14, 0.17461380020597322)	(16, 0.17559217301750774)	(18, 0.17631307929969103)	(20, 0.17729145211122554)	(22, 0.17806385169927907)	(24, 0.17837281153450052)	(26, 0.17893923789907312)	(28, 0.1794541709577755)	(30, 0.17996910401647787)	(32, 0.1800205973223481)	(34, 0.1800205973223481)	(36, 0.18012358393408856)	(38, 0.18053553038105047)	(40, 0.18094747682801238)	(42, 0.1811534500514933)	(44, 0.1814109165808445)	(46, 0.18192584963954686)	(48, 0.18290422245108134)	(50, 0.18331616889804325)	(52, 0.1836251287332647)	(54, 0.18414006179196704)	(56, 0.18480947476828014)	(58, 0.1854788877445932)	(60, 0.1857363542739444)	(62, 0.1861997940267765)	(64, 0.18650875386199794)	(66, 0.18692070030895983)	(68, 0.18733264675592173)	(70, 0.18764160659114315)	(72, 0.18820803295571575)	(74, 0.18861997940267766)	(76, 0.1893923789907312)	(78, 0.1899588053553038)	(80, 0.19083419155509784)	(82, 0.19124613800205975)	(84, 0.19258496395468588)	(86, 0.19376930998970132)	(88, 0.19588053553038104)	(90, 0.1976313079299691)	(92, 0.19938208032955715)	(94, 0.20159629248197736)	(96, 0.20411946446961896)	(98, 0.20705458290422246)	(100, 0.2096292481977343)	(102, 0.2121524201853759)	(104, 0.21611740473738414)	(106, 0.22342945417095778)	(108, 0.23388259526261584)	(110, 0.24546858908341915)	(112, 0.25386199794026776)	(114, 0.26477857878475797)	(116, 0.2799176107106076)	(118, 0.29963954685890837)	(120, 0.3237384140061792)	(122, 0.3497425334706488)	(124, 0.37950566426364574)	(126, 0.4144181256436663)	(128, 0.46040164778578785)	(130, 0.5134397528321318)	(132, 0.5732749742533471)	(134, 0.643254376930999)	(136, 0.7258496395468589)	(138, 0.8217301750772399)
C2_A_CKDL260002520-1A_23757VLT4_L4_1 - illumina_universal_adapter	(1, 1.9322723097262473e-05)	(2, 3.0916356955619956e-05)	(3, 0.00013139451706138482)	(4, 0.0002511954002644121)	(5, 0.0002975699356978421)	(6, 0.00039418355118415446)	(7, 0.00043669354199813186)	(8, 0.0005023908005288242)	(9, 0.0008347416378017388)	(10, 0.001109124305782866)	(12, 0.002484902190307954)	(14, 0.004015261859611142)	(16, 0.005120521620774555)	(18, 0.006154287306478098)	(20, 0.007617017444940867)	(22, 0.009777297887214811)	(24, 0.012153992828178094)	(26, 0.014136504217957225)	(28, 0.016422382360363377)	(30, 0.02107336180987445)	(32, 0.029778248565191196)	(34, 0.03828024672798669)	(36, 0.044693458523968096)	(38, 0.05221965917035183)	(40, 0.06244524423342313)	(42, 0.07822031537002821)	(44, 0.09751791892726425)	(46, 0.11775847137164669)	(48, 0.14132059991644855)	(50, 0.17121285254791357)	(52, 0.2098041951177662)	(54, 0.25393343012729425)	(56, 0.30347882442098495)	(58, 0.3623783489660604)	(60, 0.4281567629337613)	(62, 0.5115710262723336)	(64, 0.5985735192900676)	(66, 0.6762412047795142)	(68, 0.7521022156593666)	(70, 0.8344923746737842)	(72, 0.92042245655962)	(74, 1.0100470431016526)	(76, 1.1038008955695702)	(78, 1.202076265242247)	(80, 1.305122415247638)	(82, 1.4102418934413654)	(84, 1.5253009803963247)	(86, 1.6477355507575087)	(88, 1.7710241854795918)	(90, 1.8978314880776865)	(92, 2.0361725240925375)	(94, 2.17746413992434)	(96, 2.3314121393848497)	(98, 2.4887454799319997)	(100, 2.6473212715743033)	(102, 2.8058931986719875)	(104, 2.9683026185767885)	(106, 3.132910964370058)	(108, 3.301996385104963)	(110, 3.4724846355367296)	(112, 3.647129203706717)	(114, 3.829112542109044)	(116, 4.006174382938499)	(118, 4.212869551909916)	(120, 4.4275623959712895)	(122, 4.646635701358813)	(124, 4.8802203717923796)	(126, 5.110172370283662)	(128, 5.346367540607669)	(130, 5.583412910747955)	(132, 5.835174466799117)	(134, 6.095913360001267)	(136, 6.3728002528958)	(138, 6.644641982789636)
