Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
D3_2	(1, 39.2591630181246)	(2, 39.25353195021012)	(3, 39.42991356282998)	(4, 39.47144399442317)	(5, 39.5280446644529)	(6, 39.524226618676344)	(7, 39.491107015399606)	(8, 39.50640177277744)	(9, 39.54586629794336)	(10, 39.5167575373974)	(15, 39.564315225205455)	(20, 39.57246428375453)	(25, 39.57869896103061)	(30, 39.57301460647155)	(35, 39.57246979511106)	(40, 39.574718323680486)	(45, 39.557185112020946)	(50, 39.553851217718055)	(55, 39.55475414924617)	(60, 39.54252557235558)	(65, 39.52431630387539)	(70, 39.51580509981422)	(75, 39.49915177775448)	(80, 39.48555951818157)	(85, 39.46689770657857)	(90, 39.44761778388441)	(95, 39.4275752747609)	(100, 39.39631798114596)	(105, 39.36889313451279)	(110, 39.321319131166334)	(115, 39.28618880932824)	(120, 39.22995531539853)	(125, 39.15521104113961)	(130, 39.05855917274932)	(135, 38.96587586130516)	(140, 38.83191883122354)	(145, 38.676502589299545)	(150, 38.59603810825506)
D3_2_val_2	(1, 39.26295640843966)	(2, 39.25991893255356)	(3, 39.43680885127026)	(4, 39.47958355660157)	(5, 39.53610198409598)	(6, 39.532351996315995)	(7, 39.50044419634797)	(8, 39.516948341673896)	(9, 39.55617295359614)	(10, 39.52822050334933)	(15, 39.57599203431867)	(20, 39.58452063770981)	(25, 39.59273248515108)	(30, 39.58800738018583)	(35, 39.588950064820395)	(40, 39.592686661456)	(45, 39.576954449786996)	(50, 39.57674924125695)	(55, 39.57877782012775)	(60, 39.568480896292364)	(65, 39.55266403497269)	(70, 39.54679196158914)	(75, 39.53318719979632)	(80, 39.52418999425814)	(85, 39.51136770345412)	(90, 39.50064456955887)	(95, 39.49165620023486)	(100, 39.475909323219376)	(105, 39.467519935007644)	(110, 39.4481501658694)	(115, 39.44787568589406)	(120, 39.43911526050683)	(125, 39.4234643426074)	(130, 39.40481822584618)	(135, 39.401151996472045)	(140, 39.385467382719426)	(145, 39.38157939836201)	(150, 39.56364030318993)
D4_1	(1, 39.34207250012584)	(2, 39.345685459021894)	(3, 39.355653448458625)	(4, 39.34298970773874)	(5, 39.27913232851256)	(6, 39.30403284813853)	(7, 39.488822261009055)	(8, 39.40880015966315)	(9, 39.38807108010352)	(10, 39.41574538954194)	(15, 39.50866870476257)	(20, 39.55928392764319)	(25, 39.554498621200175)	(30, 39.52184263745619)	(35, 39.5005645165874)	(40, 39.514273445061214)	(45, 39.512767210035854)	(50, 39.500988636481495)	(55, 39.49742526761948)	(60, 39.48407183107348)	(65, 39.47748005397187)	(70, 39.46727346047203)	(75, 39.45647674966889)	(80, 39.441276229380776)	(85, 39.43202901523849)	(90, 39.4078460656903)	(95, 39.386344663686344)	(100, 39.36498938323252)	(105, 39.33619514648163)	(110, 39.30724090086159)	(115, 39.256158243714715)	(120, 39.19849534121465)	(125, 39.11554668368772)	(130, 39.02406306155381)	(135, 38.90450538028138)	(140, 38.78449173203522)	(145, 38.63801824676524)	(150, 38.54173467497726)
D4_1_val_1	(1, 39.344429135554876)	(2, 39.34875526293788)	(3, 39.35874731191451)	(4, 39.34612620235658)	(5, 39.28250127060069)	(6, 39.30724328462866)	(7, 39.49207078014897)	(8, 39.412162540817796)	(9, 39.39144334050547)	(10, 39.41907603964843)	(15, 39.51198859660259)	(20, 39.562735589238116)	(25, 39.55893852951177)	(30, 39.528378076934295)	(35, 39.50738618096258)	(40, 39.52289803451379)	(45, 39.52567924251853)	(50, 39.51751716138513)	(55, 39.51634231511416)	(60, 39.50578918114726)	(65, 39.50276527696612)	(70, 39.49472934967726)	(75, 39.48519732382308)	(80, 39.47246430035945)	(85, 39.466601083752515)	(90, 39.446542408621134)	(95, 39.43382559085361)	(100, 39.42440238884306)	(105, 39.41881006222223)	(110, 39.41763425048906)	(115, 39.4110611922135)	(120, 39.406407068296105)	(125, 39.39607380251077)	(130, 39.38835299972719)	(135, 39.375103727723534)	(140, 39.37454513953737)	(145, 39.38469723717694)	(150, 39.5610170770061)
D4_2	(1, 39.21240698352841)	(2, 39.1765683251114)	(3, 39.33729303573219)	(4, 39.38645730918018)	(5, 39.456703001635596)	(6, 39.446386305720594)	(7, 39.416812468867064)	(8, 39.43764309578459)	(9, 39.471905338408476)	(10, 39.438415881139555)	(15, 39.49769445308251)	(20, 39.50584948525217)	(25, 39.5057081041413)	(30, 39.49312642165569)	(35, 39.489418255519524)	(40, 39.49672538775943)	(45, 39.47809714900372)	(50, 39.4750037106096)	(55, 39.47566567867475)	(60, 39.46398462691366)	(65, 39.44304124902899)	(70, 39.43255615325717)	(75, 39.41099218214256)	(80, 39.39497199947334)	(85, 39.370622648201575)	(90, 39.34825529861281)	(95, 39.32247127009611)	(100, 39.286287649503286)	(105, 39.25396486180155)	(110, 39.201024046215124)	(115, 39.16498170125986)	(120, 39.10860881936166)	(125, 39.03642793193386)	(130, 38.94827700853555)	(135, 38.867308963959715)	(140, 38.756030193258155)	(145, 38.62563787766843)	(150, 38.569472338716515)
D4_2_val_2	(1, 39.217463142902616)	(2, 39.18434057488483)	(3, 39.34584804996995)	(4, 39.39631345595088)	(5, 39.46639856119703)	(6, 39.456067274813066)	(7, 39.4278309805923)	(8, 39.45004548825246)	(9, 39.4839817803002)	(10, 39.451762631292844)	(15, 39.511200772856014)	(20, 39.519695142324856)	(25, 39.52161981662333)	(30, 39.51033226882078)	(35, 39.508965395750295)	(40, 39.51878241045084)	(45, 39.501533737753505)	(50, 39.50113884386916)	(55, 39.50297255546433)	(60, 39.493461118988336)	(65, 39.47550336100501)	(70, 39.46863984730132)	(75, 39.451864304178386)	(80, 39.44248372182487)	(85, 39.42654845355161)	(90, 39.41598101453165)	(95, 39.40527480357721)	(100, 39.38878968215664)	(105, 39.3801838177234)	(110, 39.358873237627)	(115, 39.36004187930167)	(120, 39.35095699002665)	(125, 39.334588032478464)	(130, 39.315839444516456)	(135, 39.31313725178627)	(140, 39.29865673804159)	(145, 39.29782839139753)	(150, 39.514995632907464)
D5_1	(1, 38.9111250945129)	(2, 39.251027563193375)	(3, 39.44303888591467)	(4, 39.354379252918726)	(5, 39.48060434488557)	(6, 39.358479467971506)	(7, 39.35341561018938)	(8, 39.45744170119808)	(9, 39.399891032571716)	(10, 39.41623114949435)	(15, 39.51084625697057)	(20, 39.56399326981595)	(25, 39.560199063080006)	(30, 39.53243173779096)	(35, 39.522767566754396)	(40, 39.53124559368832)	(45, 39.52704681511092)	(50, 39.514920602275296)	(55, 39.50881975316598)	(60, 39.49572163909862)	(65, 39.487251181381566)	(70, 39.477867472016406)	(75, 39.46524984597699)	(80, 39.45076690986527)	(85, 39.4411397189981)	(90, 39.417987591223174)	(95, 39.40133133348621)	(100, 39.383467098527035)	(105, 39.362882468931204)	(110, 39.33948153492345)	(115, 39.302173528410904)	(120, 39.2534811224722)	(125, 39.18690755099819)	(130, 39.10662304322066)	(135, 39.00491083208353)	(140, 38.89347416758109)	(145, 38.757303538219006)	(150, 38.66757016205232)
D5_1_val_1	(1, 38.91389228062564)	(2, 39.25437053253939)	(3, 39.44645795530686)	(4, 39.35793541566925)	(5, 39.48415334165806)	(6, 39.36215137427107)	(7, 39.357150332279524)	(8, 39.46100038863935)	(9, 39.4035223195107)	(10, 39.41987925402806)	(15, 39.51452004549835)	(20, 39.56786246950185)	(25, 39.56504306569151)	(30, 39.53829087099628)	(35, 39.52974254046125)	(40, 39.53992945847027)	(45, 39.539004950220274)	(50, 39.53025634849566)	(55, 39.526341121303226)	(60, 39.51577693330821)	(65, 39.510465151597245)	(70, 39.50305957130968)	(75, 39.4913404942562)	(80, 39.47881321101257)	(85, 39.471256381156536)	(90, 39.45046772013383)	(95, 39.438238332652546)	(100, 39.428601393817594)	(105, 39.42167775220941)	(110, 39.419425021608234)	(115, 39.41219975274905)	(120, 39.40628153341427)	(125, 39.395252292465365)	(130, 39.386165224845215)	(135, 39.37366405753895)	(140, 39.371482304491195)	(145, 39.38024566788299)	(150, 39.55475587181309)
D5_2	(1, 39.15977690584114)	(2, 39.1580570953309)	(3, 39.28909721299884)	(4, 39.315226304721676)	(5, 39.41803350194837)	(6, 39.42076302961847)	(7, 39.38616065841589)	(8, 39.41900683775567)	(9, 39.44389120902881)	(10, 39.40720246957224)	(15, 39.46919085330147)	(20, 39.48267643200471)	(25, 39.48345868493538)	(30, 39.46468980147328)	(35, 39.46119845388083)	(40, 39.467111283126144)	(45, 39.450699674368586)	(50, 39.44678299451574)	(55, 39.44770697317012)	(60, 39.43502184453587)	(65, 39.414141218495715)	(70, 39.40102092235797)	(75, 39.38098091450183)	(80, 39.36566454600789)	(85, 39.343780367605454)	(90, 39.32269256387125)	(95, 39.30113634753019)	(100, 39.26965785287295)	(105, 39.2424875910293)	(110, 39.19702292404319)	(115, 39.168969308311866)	(120, 39.12504010672553)	(125, 39.05935673460624)	(130, 38.983943623163114)	(135, 38.91131800830426)	(140, 38.81628935965847)	(145, 38.69513346312867)	(150, 38.64744715990877)
D5_2_val_2	(1, 39.16534495655178)	(2, 39.166718496744906)	(3, 39.29870208773884)	(4, 39.32615956756295)	(5, 39.42883999757321)	(6, 39.43167064425865)	(7, 39.398369840551794)	(8, 39.43233613470163)	(9, 39.45696490823424)	(10, 39.42156703024043)	(15, 39.48399077545343)	(20, 39.49812652196276)	(25, 39.500936174892274)	(30, 39.48353953835967)	(35, 39.48338872903085)	(40, 39.49111995205105)	(45, 39.475948817351295)	(50, 39.47424326571403)	(55, 39.47636845426121)	(60, 39.46577643506019)	(65, 39.44739427440272)	(70, 39.43741814552503)	(75, 39.421012033147576)	(80, 39.41054384107165)	(85, 39.394852196198755)	(90, 39.38232342213915)	(95, 39.37137115002586)	(100, 39.35383321679872)	(105, 39.344243486798284)	(110, 39.32204654958628)	(115, 39.32301012306711)	(120, 39.31423110349768)	(125, 39.29513467241458)	(130, 39.27585545548518)	(135, 39.272344842994144)	(140, 39.258159741789335)	(145, 39.257101900102086)	(150, 39.48729789742765)
D6_1	(1, 39.211035518772924)	(2, 39.14691144651342)	(3, 39.34765030767879)	(4, 39.41769175908149)	(5, 39.350343848694045)	(6, 39.36718493223107)	(7, 39.42510717555209)	(8, 39.444269609355985)	(9, 39.42435947388807)	(10, 39.44115345531908)	(15, 39.52676702676389)	(20, 39.564417147849284)	(25, 39.55063606325379)	(30, 39.53164480399249)	(35, 39.51199136172166)	(40, 39.52267531462514)	(45, 39.514058280932055)	(50, 39.50078143234981)	(55, 39.49417371517883)	(60, 39.48011558254758)	(65, 39.47154834250943)	(70, 39.46188090529096)	(75, 39.44852698455969)	(80, 39.43582800001956)	(85, 39.42527334328248)	(90, 39.402973758704015)	(95, 39.386051300081206)	(100, 39.370054517367535)	(105, 39.35054814522509)	(110, 39.3310534379369)	(115, 39.2963387121297)	(120, 39.250626242199075)	(125, 39.18621488693491)	(130, 39.1032368111281)	(135, 38.99314520040939)	(140, 38.86484521258555)	(145, 38.7029853903566)	(150, 38.594693837085636)
D6_1_val_1	(1, 39.213132581197684)	(2, 39.14961365744106)	(3, 39.35052532283008)	(4, 39.42062301528353)	(5, 39.35341158907614)	(6, 39.37026687889254)	(7, 39.428269078918774)	(8, 39.447423103305844)	(9, 39.42756398774404)	(10, 39.444362622166516)	(15, 39.53001571137187)	(20, 39.567807859486166)	(25, 39.5550643222974)	(30, 39.53721600856873)	(35, 39.518772263569616)	(40, 39.531109044815445)	(45, 39.525803993915765)	(50, 39.51508125488012)	(55, 39.51049243561839)	(60, 39.499003762509375)	(65, 39.4930474104887)	(70, 39.485355263293414)	(75, 39.473047471273574)	(80, 39.4620532177871)	(85, 39.4530374113939)	(90, 39.432921387149214)	(95, 39.41973859630027)	(100, 39.41034778197395)	(105, 39.40221651802845)	(110, 39.40083159920018)	(115, 39.39320282814745)	(120, 39.387702081826816)	(125, 39.37782254239486)	(130, 39.36929398757671)	(135, 39.35649071717712)	(140, 39.353923129890745)	(145, 39.362959205440035)	(150, 39.54583620761429)
D6_2	(1, 39.16969111399513)	(2, 39.17878795169741)	(3, 39.32855680054695)	(4, 39.38724232818361)	(5, 39.471812654383626)	(6, 39.475952969343986)	(7, 39.43688177240798)	(8, 39.462731576408544)	(9, 39.49826942922584)	(10, 39.463273719877975)	(15, 39.52706395153424)	(20, 39.53610808268819)	(25, 39.53870065077713)	(30, 39.529336017238485)	(35, 39.52660269176583)	(40, 39.530155075936975)	(45, 39.51073105722293)	(50, 39.509593404129184)	(55, 39.508004934299755)	(60, 39.49678674877869)	(65, 39.47523201494731)	(70, 39.46583739808498)	(75, 39.44609481596391)	(80, 39.4317051579927)	(85, 39.409819071470075)	(90, 39.38867638367472)	(95, 39.36376131299953)	(100, 39.327794835444436)	(105, 39.294081622593175)	(110, 39.238140053818135)	(115, 39.19360390586246)	(120, 39.12810821496365)	(125, 39.03495570354598)	(130, 38.92241571738843)	(135, 38.80186214457527)	(140, 38.64366031882415)	(145, 38.44398838676327)	(150, 38.34499131853735)
D6_2_val_2	(1, 39.17433579768938)	(2, 39.18632584764121)	(3, 39.336852955904796)	(4, 39.39670104165204)	(5, 39.48122904635389)	(6, 39.48539790069348)	(7, 39.44743880891826)	(8, 39.474231985585035)	(9, 39.509568771731175)	(10, 39.4757139264124)	(15, 39.539871960050235)	(20, 39.549499730271066)	(25, 39.553969903597924)	(30, 39.54575185841423)	(35, 39.54468438653306)	(40, 39.55004945730241)	(45, 39.53242378152237)	(50, 39.53372863291402)	(55, 39.53330676638102)	(60, 39.52387056104153)	(65, 39.504652642673484)	(70, 39.49789283503848)	(75, 39.48144747363407)	(80, 39.47229841846125)	(85, 39.45691733077729)	(90, 39.446038832100086)	(95, 39.4344371881426)	(100, 39.4177234473061)	(105, 39.408321408562685)	(110, 39.38639323458494)	(115, 39.385845341873065)	(120, 39.37602143560627)	(125, 39.3570624730936)	(130, 39.33654685362448)	(135, 39.33178007025702)	(140, 39.31385413985698)	(145, 39.3103994459248)	(150, 39.51952858956283)
D7_1	(1, 38.99548983005477)	(2, 39.13262968297586)	(3, 39.42132331734878)	(4, 39.44224695515978)	(5, 39.39004703862057)	(6, 39.33108775848834)	(7, 39.47980536786068)	(8, 39.43223631264845)	(9, 39.41178346385041)	(10, 39.42237175345191)	(15, 39.515874406260544)	(20, 39.55941425626936)	(25, 39.55224888023363)	(30, 39.52755364859008)	(35, 39.508179267650384)	(40, 39.51969893800847)	(45, 39.510602116443906)	(50, 39.49745473443125)	(55, 39.49033624343238)	(60, 39.476858085610665)	(65, 39.467238484899454)	(70, 39.45746392188228)	(75, 39.44428538370069)	(80, 39.42919413591099)	(85, 39.420036156578966)	(90, 39.39557246369367)	(95, 39.37721183866351)	(100, 39.35623218695476)	(105, 39.331414058182986)	(110, 39.30261154135733)	(115, 39.260876788962165)	(120, 39.206990320757974)	(125, 39.13978119124224)	(130, 39.06124567851939)	(135, 38.964899878819644)	(140, 38.86638049691031)	(145, 38.75117735272211)	(150, 38.67836948721973)
D7_1_val_1	(1, 38.998472746263495)	(2, 39.136375329155925)	(3, 39.42515386019889)	(4, 39.44614115104036)	(5, 39.39411243824745)	(6, 39.3350063622454)	(7, 39.48381928976049)	(8, 39.43629289501929)	(9, 39.4157927002822)	(10, 39.42637949733398)	(15, 39.519889084068055)	(20, 39.563600854531764)	(25, 39.55753085392599)	(30, 39.534024281051195)	(35, 39.515900206823815)	(40, 39.52978920251569)	(45, 39.52575860071224)	(50, 39.517060823127004)	(55, 39.512491957744984)	(60, 39.502057126340944)	(65, 39.496479258795)	(70, 39.48874086859389)	(75, 39.47603152790301)	(80, 39.463175830219846)	(85, 39.45634908734631)	(90, 39.43504092874596)	(95, 39.42282666762348)	(100, 39.41267698828315)	(105, 39.40558079091954)	(110, 39.402677176429556)	(115, 39.396013305471705)	(120, 39.38871212812009)	(125, 39.37898591154247)	(130, 39.37052531614122)	(135, 39.357380883454965)	(140, 39.35561384541328)	(145, 39.36629933262118)	(150, 39.54792678342128)
D7_2	(1, 39.167753933816364)	(2, 39.152698314001924)	(3, 39.29993176187252)	(4, 39.33858639179792)	(5, 39.42177060568398)	(6, 39.42484906522769)	(7, 39.389483194678256)	(8, 39.412152172467486)	(9, 39.44647076579231)	(10, 39.41162988875219)	(15, 39.46882699285693)	(20, 39.47903346860547)	(25, 39.48305448411349)	(30, 39.47256414344133)	(35, 39.464882213461415)	(40, 39.472562945789925)	(45, 39.454828395186105)	(50, 39.451611313954345)	(55, 39.45322909544168)	(60, 39.44137324261081)	(65, 39.41910136380831)	(70, 39.408783743424465)	(75, 39.387945225025234)	(80, 39.37294589913496)	(85, 39.3495458197841)	(90, 39.32841332535387)	(95, 39.30412700981146)	(100, 39.27160919307742)	(105, 39.242989955689694)	(110, 39.19658581033384)	(115, 39.16683248322701)	(120, 39.12405947045757)	(125, 39.06188441875554)	(130, 38.992519008354115)	(135, 38.930461102468705)	(140, 38.845579863930006)	(145, 38.74471451124632)	(150, 38.70617442935411)
