Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
D8_2 - polyg	(1, 0.07400811754349344)	(2, 0.07680365279861547)	(3, 0.07796792606276239)	(4, 0.07867160770592811)	(5, 0.0792025674912259)	(6, 0.07965676200636013)	(7, 0.08017492757996399)	(8, 0.0808466236938949)	(9, 0.08174221851246946)	(10, 0.08282972650645286)	(12, 0.08454095232051495)	(14, 0.0856700415025036)	(16, 0.086511260921379)	(18, 0.08722773677623863)	(20, 0.08785465314924083)	(22, 0.0884048042520795)	(24, 0.08895175680199466)	(26, 0.0895083050106803)	(28, 0.09010323585444768)	(30, 0.09059901155758716)	(32, 0.09110758147242057)	(34, 0.09168651955157056)	(36, 0.09221428078394485)	(38, 0.09267807095784952)	(40, 0.09321222929607079)	(42, 0.09378796882229729)	(44, 0.09433172281928899)	(46, 0.09480510865196412)	(48, 0.09543522357788978)	(50, 0.09607813271550938)	(52, 0.09663787947711848)	(54, 0.09719762623872757)	(56, 0.0977701672120306)	(58, 0.09838428937333887)	(60, 0.09899201442880018)	(62, 0.09952297421409795)	(64, 0.10002834557600788)	(66, 0.1005177241733004)	(68, 0.10107107382906255)	(70, 0.10158604084974293)	(72, 0.10210420642334678)	(74, 0.10251042264462881)	(76, 0.10306697085331443)	(78, 0.10409690489467517)	(80, 0.10607361060138616)	(82, 0.10808230183733197)	(84, 0.11068272536412166)	(86, 0.11418514081533289)	(88, 0.1180361985352035)	(90, 0.12239582616990752)	(92, 0.12689619013324466)	(94, 0.13138056133196443)	(96, 0.13566022514358145)	(98, 0.13911146374801697)	(100, 0.1421372948136296)	(102, 0.14491363875121072)	(104, 0.14722939106781066)	(106, 0.14933723744438437)	(108, 0.15169457094898955)	(110, 0.1544517235690298)	(112, 0.15701056590781426)	(114, 0.1598956606447937)	(116, 0.16383947639944527)	(118, 0.16928981058105616)	(120, 0.1758628368388087)	(122, 0.18297641854062952)	(124, 0.1920027348906917)	(126, 0.20445789997472502)	(128, 0.22103599977712482)	(130, 0.23891271206645776)	(132, 0.2577777772091462)	(134, 0.2803435680843016)	(136, 0.31059548163458084)	(138, 0.3503790828968322)
D8_2_val_2 - polya	(1, 0.0009028977639256612)	(2, 0.0027471144732206286)	(3, 0.003835714614123908)	(4, 0.0051804559646514885)	(5, 0.0064803726034948165)	(6, 0.007588183335119918)	(7, 0.008484677568804971)	(8, 0.010450561352671483)	(9, 0.01291592049530538)	(10, 0.016873302184000828)	(12, 0.019530767233852955)	(14, 0.02281257648216431)	(16, 0.02651061519611516)	(18, 0.029904486223637144)	(20, 0.03315747958586577)	(22, 0.036064682315101584)	(24, 0.03909035035378865)	(26, 0.04190150012941535)	(28, 0.044776685207448125)	(30, 0.04837546920266955)	(32, 0.05167648904170273)	(34, 0.0547982100339989)	(36, 0.05846423109674671)	(38, 0.062264726294547275)	(40, 0.06609083561331028)	(42, 0.0694302766337871)	(44, 0.07293941120564001)	(46, 0.0760611321979362)	(48, 0.07953824911858608)	(50, 0.08313703311380752)	(52, 0.08660774650421679)	(54, 0.08993758222933271)	(56, 0.09319057559156133)	(58, 0.09636672659090266)	(60, 0.10003594941877078)	(62, 0.10357710164182674)	(64, 0.10689733207158172)	(66, 0.11208739333159413)	(68, 0.11926254896619487)	(70, 0.12322953595025123)	(72, 0.12676748640818689)	(74, 0.13035026157780683)	(76, 0.1338241767333364)	(78, 0.13735892542615175)	(80, 0.14109538532154622)	(82, 0.14472298520285037)	(84, 0.1477774691276202)	(86, 0.1511105066178564)	(88, 0.1545075794104987)	(90, 0.15807754751963737)	(92, 0.1613241373516254)	(94, 0.16464756954650073)	(96, 0.16807665999034604)	(98, 0.17211088404192879)	(100, 0.17601703748869935)	(102, 0.18002884918443998)	(104, 0.18365324730062385)	(106, 0.1870247059723037)	(108, 0.19023927815308866)	(110, 0.19324253383593362)	(112, 0.1965275448493653)	(114, 0.19965566937190204)	(116, 0.20329927807880774)	(118, 0.20676678970409673)	(120, 0.21066013609038609)	(122, 0.2148256325119013)	(124, 0.21897512010781495)	(126, 0.22339995950407476)	(128, 0.22696672584809313)	(130, 0.23052708866187094)	(132, 0.23421872384558118)	(134, 0.2376510160545468)	(136, 0.2411345365054373)	(138, 0.24328292090116113)
D9_1 - illumina_universal_adapter	(1, 0.00016115133131361354)	(2, 0.00023083839350328427)	(3, 0.0004790985525539862)	(4, 0.0012064572641586743)	(5, 0.0016724894925520973)	(6, 0.0022953176108722793)	(7, 0.0029116125671121798)	(8, 0.0035801728199943332)	(9, 0.004338019621307003)	(10, 0.005827580575611214)	(12, 0.008180607784859314)	(14, 0.010908202953376894)	(16, 0.013867725375744473)	(18, 0.01678695996528365)	(20, 0.019399135937049585)	(22, 0.021564879166662946)	(24, 0.02337892050428781)	(26, 0.02479770553605564)	(28, 0.025869144117221826)	(30, 0.02700264773815069)	(32, 0.028680581532436356)	(34, 0.030882257153491265)	(36, 0.032948914091553684)	(38, 0.03614689692985154)	(40, 0.04188519095703224)	(42, 0.050545986154792256)	(44, 0.061628406763643326)	(46, 0.07312132772320543)	(48, 0.08812037899918534)	(50, 0.10784290645920885)	(52, 0.13408226309431331)	(54, 0.16473694843534142)	(56, 0.19499964405155268)	(58, 0.22851476552339745)	(60, 0.27045984379949894)	(62, 0.322926579605894)	(64, 0.3855480270057401)	(66, 0.44690639640339846)	(68, 0.5060424018334144)	(70, 0.5718846981388394)	(72, 0.6519594880361579)	(74, 0.7499743410059296)	(76, 0.8500776281206982)	(78, 0.9417378921070495)	(80, 1.034814763404475)	(82, 1.1442190956008713)	(84, 1.2776752639958244)	(86, 1.4221441659374388)	(88, 1.5567066164446528)	(90, 1.6884478297935317)	(92, 1.8384426979947177)	(94, 2.018222252119908)	(96, 2.2199848077848987)	(98, 2.417011909802032)	(100, 2.607720355227186)	(102, 2.8150894528174053)	(104, 3.0582417679816736)	(106, 3.3331986050131)	(108, 3.610452937376092)	(110, 3.882482917795552)	(112, 4.171465364952995)	(114, 4.501834305028677)	(116, 4.877492213505217)	(118, 5.264864081591703)	(120, 5.648838705396442)	(122, 6.048692179637305)	(124, 6.495981854882747)	(126, 6.998637901037882)	(128, 7.531259383934575)	(130, 8.067585169730789)	(132, 8.619009093094533)	(134, 9.217843084814533)	(136, 9.884350835943131)	(138, 10.599935700618806)
D9_1 - polya	(1, 0.0007513136392323874)	(2, 0.001659423168391534)	(3, 0.0028484586670027906)	(4, 0.004782274642766153)	(5, 0.007103724901959559)	(6, 0.00910069477783231)	(7, 0.011554985999324776)	(8, 0.015300665592019577)	(9, 0.021343840516280084)	(10, 0.029164035526377197)	(12, 0.03572006367393981)	(14, 0.04314391351783317)	(16, 0.049747851520651185)	(18, 0.05600444307286756)	(20, 0.06239387558738299)	(22, 0.06882686251576697)	(24, 0.07609827191112042)	(26, 0.0837878036796119)	(28, 0.09080006431244753)	(30, 0.0980017866456113)	(32, 0.104412996367061)	(34, 0.11032333032902245)	(36, 0.11646232496379376)	(38, 0.123837176092085)	(40, 0.1307514392937164)	(42, 0.13676848156965576)	(44, 0.1426374388384421)	(46, 0.14936550692078548)	(48, 0.15497204884601382)	(50, 0.1606842102248734)	(52, 0.1661274230980947)	(54, 0.17227730633633315)	(56, 0.17826930482429812)	(58, 0.18451283005235392)	(60, 0.18958365268699917)	(62, 0.19498875544808553)	(64, 0.20056263156291246)	(66, 0.2062737040814253)	(68, 0.21243883136451774)	(70, 0.21937596063343012)	(72, 0.2263207119247695)	(74, 0.23271776646171194)	(76, 0.2379736953552985)	(78, 0.24309242784519916)	(80, 0.24916500199882097)	(82, 0.25593335791399274)	(84, 0.2621834163041288)	(86, 0.26859789260661865)	(88, 0.2755992646359871)	(90, 0.28212807127488193)	(92, 0.28820826745093064)	(94, 0.29403475916619515)	(96, 0.2990021400679026)	(98, 0.3038813232815263)	(100, 0.3084000937203878)	(102, 0.31335440829793465)	(104, 0.3181573712872884)	(106, 0.32277522801770075)	(108, 0.32747910471550357)	(110, 0.3326217921330319)	(112, 0.33949358978114147)	(114, 0.34495204669921675)	(116, 0.35056076634513855)	(118, 0.35578511828867043)	(120, 0.3604312853880974)	(122, 0.36458528761080977)	(124, 0.36903981528921515)	(126, 0.37396473063740077)	(128, 0.3785041894228498)	(130, 0.38389513699942884)	(132, 0.38881569690622764)	(134, 0.39467485443189354)	(136, 0.39978923148040735)	(138, 0.4042339594156923)
D9_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003680347971891985)	(4, 0.004616767870065685)	(5, 0.0050501342880577)	(6, 0.005304927609188683)	(7, 0.005422524526633753)	(8, 0.0056882064512318725)	(9, 0.005977843303457691)	(10, 0.006481985643986091)	(12, 0.007037304420810029)	(14, 0.007596978639020821)	(16, 0.008178430064165887)	(18, 0.008677128102960719)	(20, 0.009119205403726443)	(22, 0.009527528033744043)	(24, 0.009941294965495213)	(26, 0.010509680066479715)	(28, 0.011674760637463272)	(30, 0.012748376939322886)	(32, 0.01341693719220504)	(34, 0.013931968136200575)	(36, 0.014417599850834843)	(38, 0.01496965204661864)	(40, 0.015532592845869575)	(42, 0.016151065522802904)	(44, 0.01672816150656111)	(46, 0.017856220825756407)	(48, 0.018726220242780575)	(50, 0.019596219659804747)	(52, 0.020232114102285495)	(54, 0.020877808287886664)	(56, 0.021482125780312715)	(58, 0.022138708569381015)	(60, 0.02289437765000026)	(62, 0.024220609552297427)	(64, 0.02528115952999648)	(66, 0.02672389948939201)	(68, 0.028189505516068518)	(70, 0.03964649408418907)	(72, 0.06638999305982192)	(74, 0.0710862477351977)	(76, 0.07317903732158125)	(78, 0.07530775929940635)	(80, 0.07763683158102674)	(82, 0.08045589101866828)	(84, 0.08363862981211215)	(86, 0.08725909046493488)	(88, 0.09111256723195432)	(90, 0.0947842043210726)	(92, 0.09846890773435144)	(94, 0.1017637991435068)	(96, 0.10496613742319152)	(98, 0.10753911442247577)	(100, 0.10978107787635907)	(102, 0.11213410508560719)	(104, 0.1150968940890149)	(106, 0.11845058395689281)	(108, 0.12246521205522587)	(110, 0.12793564643711502)	(112, 0.13595836947170087)	(114, 0.14684370635779675)	(116, 0.15951695193319643)	(118, 0.17377231159237094)	(120, 0.19157191168009824)	(122, 0.2142681167469966)	(124, 0.24354866033047215)	(126, 0.2757691268500745)	(128, 0.3098036347073016)	(130, 0.3476349985935191)	(132, 0.3940552928946135)	(134, 0.45065534257713336)	(136, 0.515282470735626)	(138, 0.5806859563213254)
D9_1_val_1 - polya	(1, 0.0007522246881625301)	(2, 0.0016614353982024577)	(3, 0.002849732369357759)	(4, 0.004785893305845662)	(5, 0.007110158574197132)	(6, 0.009109549991718988)	(7, 0.011566817306383252)	(8, 0.015317038940121083)	(9, 0.021367541866645783)	(10, 0.02919503934636602)	(12, 0.03575683702469974)	(14, 0.043186418546189084)	(16, 0.049791823452822084)	(18, 0.056053821436598275)	(20, 0.062445550924564816)	(22, 0.0688765269180007)	(24, 0.07615021259832012)	(26, 0.08383380622465275)	(28, 0.09084475835446904)	(30, 0.09804649210809464)	(32, 0.10445348412596593)	(34, 0.11035463229556561)	(36, 0.11648907913656642)	(38, 0.12384779891206943)	(40, 0.13074864279043003)	(42, 0.13674899740441054)	(44, 0.14260762852641845)	(46, 0.1493340434915819)	(48, 0.15492121961742683)	(50, 0.1606163236333124)	(52, 0.1660497842794023)	(54, 0.17217659985545075)	(56, 0.1781420686867919)	(58, 0.184347377273779)	(60, 0.18939055322659037)	(62, 0.19476732447589126)	(64, 0.20031307373485183)	(66, 0.20599836612437009)	(68, 0.21214916567598313)	(70, 0.21906527208424847)	(72, 0.22599228029958862)	(74, 0.23238073924543273)	(76, 0.2376125164606385)	(78, 0.24270802108740902)	(80, 0.24875089274898135)	(82, 0.25548057825626724)	(84, 0.26169460828891433)	(86, 0.2680699850662686)	(88, 0.275042780871323)	(90, 0.28154897933357514)	(92, 0.287592941175855)	(94, 0.2933752596483391)	(96, 0.29830396662686487)	(98, 0.30312583589605746)	(100, 0.30760211788097824)	(102, 0.31250575070323194)	(104, 0.3172622091299756)	(106, 0.3218278859329099)	(108, 0.32647205574678295)	(110, 0.33157083091567596)	(112, 0.3383811897953155)	(114, 0.3437732235745211)	(116, 0.34932769427914157)	(118, 0.3545049624589732)	(120, 0.3591022545024245)	(122, 0.36318389107123683)	(124, 0.36757622914168153)	(126, 0.3724395252777584)	(128, 0.37689945455206697)	(130, 0.3821999131518441)	(132, 0.38705339766155367)	(134, 0.3928357161340378)	(136, 0.3978047597987404)	(138, 0.4004320953037719)
D9_2 - illumina_universal_adapter	(1, 0.00016332905200704074)	(2, 0.00022866067280985703)	(3, 0.00045949906631314127)	(4, 0.0011585474089032756)	(5, 0.0016115133131361353)	(6, 0.0022278082693760358)	(7, 0.002835392342842227)	(8, 0.0034995971543375264)	(9, 0.004250910793569914)	(10, 0.005758982373768257)	(12, 0.008188229807286309)	(14, 0.010975712294873138)	(16, 0.01400274405873696)	(18, 0.017052641889881766)	(20, 0.019780237058399347)	(22, 0.022086443272738763)	(24, 0.02408559086930494)	(26, 0.025663349511692954)	(28, 0.026868717915504915)	(30, 0.028178616912601383)	(32, 0.030040568105481648)	(34, 0.032424083404437726)	(36, 0.03470633469114945)	(38, 0.03810466783324261)	(40, 0.04406944481253973)	(42, 0.05293712347617533)	(44, 0.06426127108199683)	(46, 0.07600789650234319)	(48, 0.09124431933390667)	(50, 0.11136428082048067)	(52, 0.13805986994085812)	(54, 0.16916534346542567)	(56, 0.1997884518563991)	(58, 0.23388611361373562)	(60, 0.27638324408562087)	(62, 0.3297450230970146)	(64, 0.3932713134449797)	(66, 0.45547246075099435)	(68, 0.5153989787927243)	(70, 0.5821330517221077)	(72, 0.6632727470385121)	(74, 0.7627532060349606)	(76, 0.8643122994332852)	(78, 0.9572802846960395)	(80, 1.0516409223422405)	(82, 1.1625315489119008)	(84, 1.2977582042306102)	(86, 1.4441086568513455)	(88, 1.5803827958235934)	(90, 1.7139184510238565)	(92, 1.865963643257904)	(94, 2.0480700919440213)	(96, 2.25257330910169)	(98, 2.4523214731252607)	(100, 2.645608339851433)	(102, 2.8559652702330345)	(104, 3.1025779835791587)	(106, 3.3812641672980783)	(108, 3.661905944199696)	(110, 3.9374289886114138)	(112, 4.230223535842702)	(114, 4.5648749636620085)	(116, 4.945265059205366)	(118, 5.337443156862245)	(120, 5.72619025556663)	(122, 6.130955578831518)	(124, 6.583554537127536)	(126, 7.092119828384285)	(128, 7.6314574018995085)	(130, 8.174175886791277)	(132, 8.732204837018186)	(134, 9.338426746190638)	(136, 10.013226168859461)	(138, 10.737452229246653)
D9_2 - polya	(1, 0.0008493110704366119)	(2, 0.002563177256163826)	(3, 0.003702125178826257)	(4, 0.00510457730539338)	(5, 0.006443875531851114)	(6, 0.007604600661447817)	(7, 0.008534487397541236)	(8, 0.010620743821844502)	(9, 0.013053257836402696)	(10, 0.016889312837874728)	(12, 0.01962670774951273)	(14, 0.022933576622481945)	(16, 0.026780520227421115)	(18, 0.030161431603966858)	(20, 0.03401273065029288)	(22, 0.037257534483499416)	(24, 0.04054915931161465)	(26, 0.04374714214991251)	(28, 0.04679486226036389)	(30, 0.05054489729444554)	(32, 0.053921453229604434)	(34, 0.05704103812293891)	(36, 0.060513413768608595)	(38, 0.06467394915340127)	(40, 0.06846644974100477)	(42, 0.07195624715222187)	(44, 0.07547435493245352)	(46, 0.07887595465558683)	(48, 0.0824191062237929)	(50, 0.086156074933714)	(52, 0.09001935144385387)	(54, 0.09381402975215078)	(56, 0.09721236289424394)	(58, 0.10041796775496878)	(60, 0.10409722686651407)	(62, 0.10754564758455605)	(64, 0.11101584550953231)	(66, 0.11625653035826489)	(68, 0.12373155663845378)	(70, 0.12828952604979693)	(72, 0.1319992732510502)	(74, 0.13573188651958443)	(76, 0.13934145856894004)	(78, 0.14269079299543108)	(80, 0.14639618475529748)	(82, 0.15038576906565612)	(84, 0.15382003459919083)	(86, 0.15725756671376567)	(88, 0.1605796796315889)	(90, 0.16432209264324354)	(92, 0.16776398019920524)	(94, 0.17134415301919959)	(96, 0.17492977014092748)	(98, 0.17872989275095796)	(100, 0.18284251828049525)	(102, 0.18701829771014195)	(104, 0.1907378446545156)	(106, 0.19439750427982003)	(108, 0.1977882153994862)	(110, 0.20085989043756527)	(112, 0.20411884945527908)	(114, 0.20747580590419712)	(116, 0.21098193622061495)	(118, 0.21460784117517123)	(120, 0.21839816404208132)	(122, 0.22273182822200147)	(124, 0.22697729471383782)	(126, 0.23155704133211524)	(128, 0.23554227020108703)	(130, 0.23955145399768651)	(132, 0.2434169082285198)	(134, 0.2468729509689888)	(136, 0.25067089585832586)	(138, 0.2540779398831927)
D9_2 - polyg	(1, 0.09088281769879775)	(2, 0.09529923526506813)	(3, 0.09665159981568643)	(4, 0.09737678080659769)	(5, 0.09776005964864089)	(6, 0.09812809444583008)	(7, 0.0986093707190775)	(8, 0.09920824390976997)	(9, 0.1000989316733817)	(10, 0.10136200967556949)	(12, 0.10430302147204293)	(14, 0.10671811372105372)	(16, 0.10764364501576026)	(18, 0.1082218298598652)	(20, 0.10870092841241918)	(22, 0.10914518343387833)	(24, 0.10963625945024617)	(26, 0.11015129039424171)	(28, 0.1106706767796241)	(30, 0.11125975022719616)	(32, 0.11177151459015155)	(34, 0.11225823516513253)	(36, 0.11276346636600765)	(38, 0.11331551856179145)	(40, 0.11384361582994754)	(42, 0.11431400349972781)	(44, 0.11482250128164306)	(46, 0.11535059854979918)	(48, 0.11588305125934212)	(50, 0.11646341382414047)	(52, 0.11698280020952287)	(54, 0.11749347571213155)	(56, 0.1180422613268752)	(58, 0.11856164771225759)	(60, 0.11909518928214727)	(62, 0.11961348680718292)	(64, 0.12015138381845945)	(66, 0.12068601424869584)	(68, 0.12113353585119513)	(70, 0.12157996859334771)	(72, 0.12206668916832869)	(74, 0.1225795423916308)	(76, 0.12318277102371014)	(78, 0.12409414713390943)	(80, 0.12594303200262913)	(82, 0.12833199160331876)	(84, 0.1311608507840807)	(86, 0.13446989737774334)	(88, 0.13812520156166092)	(90, 0.1419405682165454)	(92, 0.145789689542178)	(94, 0.14965078833162443)	(96, 0.1530904981668927)	(98, 0.15613495169630398)	(100, 0.15878088233881804)	(102, 0.16107946653073044)	(104, 0.1630143713668405)	(106, 0.16505489565658182)	(108, 0.16766271618696088)	(110, 0.17073439122503997)	(112, 0.17381804372693288)	(114, 0.17807113224119625)	(116, 0.1849178861013314)	(118, 0.19487333625133388)	(120, 0.2071284594535955)	(122, 0.22004343202596557)	(124, 0.23662895282710722)	(126, 0.25853137870125137)	(128, 0.2868613472020459)	(130, 0.31932136299792524)	(132, 0.35130228024125054)	(134, 0.38759072901617486)	(136, 0.43258788284411454)	(138, 0.488581437313515)
D9_2_val_2 - polya	(1, 0.000843799867591012)	(2, 0.0025553835783376382)	(3, 0.003691351875533807)	(4, 0.005086783181110674)	(5, 0.0064189840056535896)	(6, 0.007563673748509614)	(7, 0.008485966627039324)	(8, 0.010561670694084915)	(9, 0.01299059331035465)	(10, 0.01681385705149377)	(12, 0.019531677555246214)	(14, 0.022824023291841637)	(16, 0.02665382811722565)	(18, 0.03002030614192984)	(20, 0.03385011096731386)	(22, 0.03707050477721546)	(24, 0.040332325454001394)	(26, 0.04350366113206632)	(28, 0.04652891259532867)	(30, 0.0502551502535019)	(32, 0.05360200502547142)	(34, 0.056677404801277934)	(36, 0.060119105294798386)	(38, 0.0642378080076651)	(40, 0.0679967510870628)	(42, 0.07145044356836554)	(44, 0.07492484948311044)	(46, 0.07828260606215479)	(48, 0.08177445486821938)	(50, 0.08544836385243348)	(52, 0.08926835705145017)	(54, 0.09302293940801792)	(56, 0.09636652363786499)	(58, 0.09953567895451496)	(60, 0.10315398872264747)	(62, 0.10653790963867138)	(64, 0.10995453597591974)	(66, 0.11515142740848608)	(68, 0.12256574640007067)	(70, 0.1270769141676309)	(72, 0.1307388311640627)	(74, 0.13441055978686184)	(76, 0.13794819618264068)	(78, 0.14121219722084158)	(80, 0.14484467933817136)	(82, 0.14874861645166415)	(84, 0.1521107337535384)	(86, 0.15548593322390244)	(88, 0.15874557353927343)	(90, 0.1624074905357052)	(92, 0.1657859605481917)	(94, 0.16931378531760322)	(96, 0.1728394297255998)	(98, 0.1765765691908478)	(100, 0.18063640214551052)	(102, 0.1847452932320099)	(104, 0.18840175932490427)	(106, 0.19198845385251984)	(108, 0.19527534868557783)	(110, 0.19827334563115315)	(112, 0.2014381402249732)	(114, 0.2046934198175142)	(116, 0.2081013247091027)	(118, 0.21164550218912648)	(120, 0.21533903442607522)	(122, 0.21957220611322756)	(124, 0.22373996695793097)	(126, 0.22824132309912387)	(128, 0.2321779656338411)	(130, 0.23611460816855834)	(132, 0.2399127977534254)	(134, 0.24327600523600712)	(136, 0.24686815066716006)	(138, 0.24899945395028725)
