Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
D3_2_val_2 - polya	(1, 0.0006648565509660989)	(2, 0.002173905959408889)	(3, 0.0030880837169872753)	(4, 0.004315006496895109)	(5, 0.005410707589112266)	(6, 0.006462668118765863)	(7, 0.007319983145011622)	(8, 0.009220510588398267)	(9, 0.011320057591449105)	(10, 0.014224430945669431)	(12, 0.016351315800322494)	(14, 0.01926990483737598)	(16, 0.02227488148549249)	(18, 0.025065529377047563)	(20, 0.02802239140634416)	(22, 0.030823974438540125)	(24, 0.033620089900415644)	(26, 0.03609689925557718)	(28, 0.03877928925478744)	(30, 0.04182144538108298)	(32, 0.044715977108726504)	(34, 0.047351346003180944)	(36, 0.050230568533927225)	(38, 0.053892747134561214)	(40, 0.05720828177687899)	(42, 0.060106094046714784)	(44, 0.06321167398872748)	(46, 0.06617181656021635)	(48, 0.06934519437420257)	(50, 0.07276242582448061)	(52, 0.07590190470248008)	(54, 0.07890578783653251)	(56, 0.08177954279695834)	(58, 0.08464454964487148)	(60, 0.08782995611356266)	(62, 0.09096615444936984)	(64, 0.09406079925074165)	(66, 0.09877165783883698)	(68, 0.10490955228056842)	(70, 0.1086701471469704)	(72, 0.1118074389968417)	(74, 0.11481569618715047)	(76, 0.11785238474312557)	(78, 0.12077206729424314)	(80, 0.12381531693460276)	(82, 0.12698869474858898)	(84, 0.12987775890591208)	(86, 0.1330872226840132)	(88, 0.13614140746501374)	(90, 0.13922402361168057)	(92, 0.14215354778937495)	(94, 0.1452722499001567)	(96, 0.14850249044547553)	(98, 0.15193721812077904)	(100, 0.15570765461375782)	(102, 0.1592047125907144)	(104, 0.16218344490129274)	(106, 0.16514358747278163)	(108, 0.16782050990167144)	(110, 0.17042963445858772)	(112, 0.1731645131328743)	(114, 0.1760568578323896)	(116, 0.178986382010084)	(118, 0.18200229379884142)	(120, 0.18502148612979108)	(122, 0.18818830285939275)	(124, 0.19167879975196478)	(126, 0.19528411562126613)	(128, 0.19851873022284133)	(130, 0.20170085614934025)	(132, 0.2048643923367497)	(134, 0.2077173705299578)	(136, 0.21064033362326767)	(138, 0.21245666048371945)
D4_1 - illumina_universal_adapter	(1, 0.00013184163604571425)	(2, 0.0002226658742105396)	(3, 0.0005771733844667934)	(4, 0.0013506443159349837)	(5, 0.0017813269936843169)	(6, 0.0024844823859281264)	(7, 0.003029427814917078)	(8, 0.0036651974820708557)	(9, 0.004397651015658157)	(10, 0.005844979198026665)	(12, 0.00812876931575187)	(14, 0.010679172519702854)	(16, 0.013471285389737646)	(18, 0.016414283687691423)	(20, 0.018749345552767742)	(22, 0.02067276853196799)	(24, 0.022231429651441773)	(26, 0.023522012777622597)	(28, 0.02448445672075631)	(30, 0.025389769288270213)	(32, 0.026501633752255737)	(34, 0.02776291873709307)	(36, 0.028898221714153387)	(38, 0.03039828655094018)	(40, 0.03295601429022704)	(42, 0.036745728873007734)	(44, 0.04150814174839237)	(46, 0.04682135968103465)	(48, 0.05340025731971579)	(50, 0.06287381132313395)	(52, 0.07633923708460288)	(54, 0.0925879862737036)	(56, 0.10981236356954258)	(58, 0.1301540631043291)	(60, 0.15673480183821226)	(62, 0.19327690862888275)	(64, 0.2385908789377947)	(66, 0.2846065397318833)	(68, 0.33147770625320194)	(70, 0.38685558811360343)	(72, 0.4580149138086769)	(74, 0.5478488747960923)	(76, 0.6416527339355508)	(78, 0.7293303517200851)	(80, 0.8235062972546059)	(82, 0.9383945638119084)	(84, 1.0807029608525853)	(86, 1.235605163949762)	(88, 1.381482074606076)	(90, 1.5272652312100912)	(92, 1.697185661559942)	(94, 1.904122828590228)	(96, 2.134126422300245)	(98, 2.3583245893030496)	(100, 2.5791725138432255)	(102, 2.826078205294303)	(104, 3.118132332555702)	(106, 3.44330214897765)	(108, 3.769604338562524)	(110, 4.090275425381179)	(112, 4.43457546319336)	(114, 4.830545703078924)	(116, 5.274668903169584)	(118, 5.73256515950582)	(120, 6.184653059320709)	(122, 6.662053088349307)	(124, 7.196095214037278)	(126, 7.795913131948457)	(128, 8.424536982428556)	(130, 9.053568077073331)	(132, 9.707112926580205)	(134, 10.419916196768426)	(136, 11.212274175053698)	(138, 12.051734775176904)
D4_1 - polya	(1, 0.0007324535335873014)	(2, 0.0019131686297300312)	(3, 0.003375145882770285)	(4, 0.005332261724515554)	(5, 0.007365552733753902)	(6, 0.009261142478677839)	(7, 0.01164894099817244)	(8, 0.015284840338899805)	(9, 0.020781171654938913)	(10, 0.02809691754840888)	(12, 0.03415137845704151)	(14, 0.040832819590424875)	(16, 0.047064534254185636)	(18, 0.052853846983659664)	(20, 0.058961044546710584)	(22, 0.06515906634792633)	(24, 0.0721393485230133)	(26, 0.0791943409585262)	(28, 0.08566776528837076)	(30, 0.0924034079832396)	(32, 0.09852378970989509)	(34, 0.1043482602089813)	(36, 0.11030310743704606)	(38, 0.11743281013298484)	(40, 0.12412304070877125)	(42, 0.13027858020503894)	(44, 0.135766122078675)	(46, 0.14187038982759156)	(48, 0.14724220404292082)	(50, 0.15290114004341632)	(52, 0.15813085827322965)	(54, 0.16417506483239208)	(56, 0.16990431637211195)	(58, 0.17591775988286368)	(60, 0.18074169885506966)	(62, 0.18561251485342523)	(64, 0.19086567159631335)	(66, 0.19613787213107473)	(68, 0.20197552679376551)	(70, 0.2090642120918234)	(72, 0.21568412712838547)	(74, 0.2216448339847189)	(76, 0.22657571117282863)	(78, 0.2318552362429259)	(80, 0.23784084651940132)	(82, 0.2439890614803331)	(84, 0.24987798789037502)	(86, 0.2558914314011268)	(88, 0.2624556799691362)	(90, 0.26861707909367255)	(92, 0.2744547337563633)	(94, 0.27974304826886365)	(96, 0.28442196144141935)	(98, 0.2892795932761703)	(100, 0.29376953343706047)	(102, 0.2985656391749901)	(104, 0.30318156134365726)	(106, 0.30748399339994914)	(108, 0.31204278419299647)	(110, 0.31708938903941297)	(112, 0.3230618151522838)	(114, 0.32839700669093375)	(116, 0.3336853212034341)	(118, 0.3384623831494904)	(120, 0.3429845512658584)	(122, 0.3467068801235491)	(124, 0.3509668298748928)	(126, 0.3557790495905614)	(128, 0.3602572704949142)	(130, 0.36516324426288194)	(132, 0.36948764992518135)	(134, 0.3747305523185992)	(136, 0.3793918866063488)	(138, 0.3835302490711171)
D4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002349710935748063)	(4, 0.0031173222389475545)	(5, 0.0033575669979641893)	(6, 0.003550934730831237)	(7, 0.0036710571103395545)	(8, 0.0038878633562813955)	(9, 0.004122248487029332)	(10, 0.004563185514248887)	(12, 0.005099341500834792)	(14, 0.005573971390599362)	(16, 0.00612038172665549)	(18, 0.006625774664830728)	(20, 0.007041808271908315)	(22, 0.007469561135523299)	(24, 0.007929541954616124)	(26, 0.00850085571081422)	(28, 0.009627369245471489)	(30, 0.01052535727764952)	(32, 0.011128898989325457)	(34, 0.011584485087216758)	(36, 0.01211038672433244)	(38, 0.012606990220104631)	(40, 0.013153400556160757)	(42, 0.013723249405291679)	(44, 0.014219852901063867)	(46, 0.014833648962210027)	(48, 0.015615909336081264)	(50, 0.016396704802885326)	(52, 0.016981202722687994)	(54, 0.01754226212941587)	(56, 0.018107716257345263)	(58, 0.018690749270080756)	(60, 0.01941734317539936)	(62, 0.02047793589203377)	(64, 0.021342231061666786)	(66, 0.022089333665925834)	(68, 0.023003435675842787)	(70, 0.027335165873478083)	(72, 0.04124592338336811)	(74, 0.04392084368802894)	(76, 0.045790065105743724)	(78, 0.04769004957186919)	(80, 0.049844927867683034)	(82, 0.05244074319071643)	(84, 0.05551265331058157)	(86, 0.0589200271488297)	(88, 0.06250318983513878)	(90, 0.06599552828328302)	(92, 0.0692388325300076)	(94, 0.07196648948908671)	(96, 0.07469561135523299)	(98, 0.07688711232772619)	(100, 0.07868162348501509)	(102, 0.08044097687269178)	(104, 0.08231166319747375)	(106, 0.08432298060070448)	(108, 0.08628449116365128)	(110, 0.0887103772668924)	(112, 0.09222761913517863)	(114, 0.0969021375865328)	(116, 0.10257865247183437)	(118, 0.1088469898122745)	(120, 0.11658462894109076)	(122, 0.12727698562439818)	(124, 0.1421560467056906)	(126, 0.15945659916902266)	(128, 0.1784549789232101)	(130, 0.20085487288737697)	(132, 0.22948062188703586)	(134, 0.26816735262404995)	(136, 0.3150722120079136)	(138, 0.3630186203165383)
D4_1_val_1 - polya	(1, 0.0007331375504167696)	(2, 0.0019149552816886022)	(3, 0.0033782978323204744)	(4, 0.005337241367034083)	(5, 0.007372431206991035)	(6, 0.009269791187469635)	(7, 0.011659819601828304)	(8, 0.015299114402097148)	(9, 0.020800578580424587)	(10, 0.028118757608684784)	(12, 0.0341744737751273)	(14, 0.040859221959827406)	(16, 0.04709235741347079)	(18, 0.052884144061763255)	(20, 0.058988247306533285)	(22, 0.06517592823205082)	(24, 0.07215246516181681)	(26, 0.07920818094702779)	(28, 0.08568178551720787)	(30, 0.09241638705533631)	(32, 0.09852195657520718)	(34, 0.10433280479981048)	(36, 0.11028734798429549)	(38, 0.11741637752454816)	(40, 0.1241069908096516)	(42, 0.13025214975724497)	(44, 0.1357316198090599)	(46, 0.14182399285302327)	(48, 0.14718469462167066)	(50, 0.1528269212096781)	(52, 0.1580453942935447)	(54, 0.16407911633347472)	(56, 0.16978439275081803)	(58, 0.1757697277124205)	(60, 0.18058497514355787)	(62, 0.18544567710282106)	(64, 0.1906685490119901)	(66, 0.19592074642317586)	(68, 0.2017359934730817)	(70, 0.20879170925829266)	(72, 0.21538261583653942)	(74, 0.22132689509531858)	(76, 0.22622572020720344)	(78, 0.23146765369268335)	(80, 0.23740900040126084)	(82, 0.2435233675717367)	(84, 0.24937087267386088)	(86, 0.2553547413603625)	(88, 0.26188992948477763)	(90, 0.26803068960706844)	(92, 0.273840071556571)	(94, 0.27908640386735334)	(96, 0.28372276573618904)	(98, 0.28854094571752803)	(100, 0.2929749616224486)	(102, 0.29771982784874595)	(104, 0.3022902073380441)	(106, 0.3065394725802597)	(108, 0.3110306732141128)	(110, 0.31604093523366106)	(112, 0.3219441587896169)	(114, 0.3272212828775168)	(116, 0.3324529524372909)	(118, 0.3371934198382857)	(120, 0.3416714239962313)	(122, 0.34531805017200434)	(124, 0.3495145295105899)	(126, 0.3542564631866856)	(128, 0.358674350065497)	(130, 0.36351452417334856)	(132, 0.3677857835420767)	(134, 0.3729705322986241)	(136, 0.37743240743046047)	(138, 0.37996173197939836)
D4_2 - illumina_universal_adapter	(1, 0.0001230521936426666)	(2, 0.0002197360600761904)	(3, 0.0005478752431233014)	(4, 0.0013066971039197455)	(5, 0.0017227307109973328)	(6, 0.0024024475901663483)	(7, 0.002944463205020951)	(8, 0.0035626539873686337)	(9, 0.004295107520955935)	(10, 0.005730716446787045)	(12, 0.008013041657445076)	(14, 0.010611786794612822)	(16, 0.013425873270655232)	(18, 0.016424538037161644)	(20, 0.018805012021320375)	(22, 0.020816329424551104)	(24, 0.022525875971943866)	(26, 0.023945370920036055)	(28, 0.025023542521476563)	(30, 0.026057766910901833)	(32, 0.027283894126126973)	(34, 0.02865065241980088)	(36, 0.029910472497571037)	(38, 0.03148524759478373)	(40, 0.034170422248914784)	(42, 0.03806414523346487)	(44, 0.04288954911273801)	(46, 0.04824231953619401)	(48, 0.05483440133847973)	(50, 0.06436069199631617)	(52, 0.0778041441517775)	(54, 0.09401920047833318)	(56, 0.11114835881480581)	(58, 0.13133038347927029)	(60, 0.15772068429442077)	(62, 0.19412362491370966)	(64, 0.23910652622544018)	(66, 0.2849156351230572)	(68, 0.33143375904118666)	(70, 0.38625937093726337)	(72, 0.45670821670475714)	(74, 0.5458331626716599)	(76, 0.6391330937800104)	(78, 0.7260943720086964)	(80, 0.8195188202177567)	(82, 0.9332791083333348)	(84, 1.0742046331025987)	(86, 1.227961278873245)	(88, 1.3726706585970212)	(90, 1.5173097227815726)	(92, 1.6856876059896886)	(94, 1.8906691220852965)	(96, 2.1183317943019686)	(98, 2.3402710746071893)	(100, 2.558839603750842)	(102, 2.80377499519657)	(104, 3.092817273527858)	(106, 3.414960591949023)	(108, 3.737994573867031)	(110, 4.055538084097268)	(112, 4.396558194986045)	(114, 4.788669869656671)	(116, 5.228849539922497)	(118, 5.682072742714446)	(120, 6.129660448018974)	(122, 6.601788276512811)	(124, 7.130149492594279)	(126, 7.723946642459371)	(128, 8.346870539541094)	(130, 8.969741699968399)	(132, 9.616285758601245)	(134, 10.322001808398475)	(136, 11.106046439077533)	(138, 11.936776193080377)
D4_2 - polya	(1, 0.0008320672141551743)	(2, 0.002628043278511237)	(3, 0.003753091906101332)	(4, 0.005100806407901967)	(5, 0.006422152582493458)	(6, 0.007538411767680505)	(7, 0.008493531175478346)	(8, 0.010685032147971552)	(9, 0.013134356764287487)	(10, 0.016641344283103487)	(12, 0.0190804145499492)	(14, 0.022319324075472248)	(16, 0.02602846876955834)	(18, 0.02950029851876215)	(20, 0.032909137264077445)	(22, 0.0361480467896005)	(24, 0.03933714947483961)	(26, 0.04248962948339935)	(28, 0.04567433744743694)	(30, 0.04966034957721903)	(32, 0.05310434609214652)	(34, 0.05611765992932468)	(36, 0.059617322912804804)	(38, 0.06378498351891655)	(40, 0.06762596984904837)	(42, 0.07104652785090106)	(44, 0.0746135765594712)	(46, 0.0780458538178613)	(48, 0.08147373635504987)	(50, 0.08540701183041369)	(52, 0.08915277920117914)	(54, 0.09272129281681649)	(56, 0.09596606197060822)	(58, 0.09918739261132517)	(60, 0.10284380065099298)	(62, 0.10618085895001672)	(64, 0.10972007442431056)	(66, 0.11519296722727489)	(68, 0.12223038077798168)	(70, 0.12655039171907956)	(72, 0.1301320894983215)	(74, 0.13356729657084593)	(76, 0.1371153014875428)	(78, 0.14044064053002914)	(80, 0.14406921533542066)	(82, 0.14783549140512656)	(84, 0.15125604940697926)	(86, 0.15499449224240885)	(88, 0.15851905864603094)	(90, 0.16208317754046675)	(92, 0.16545099888790116)	(94, 0.16899900380459804)	(96, 0.1725704472343697)	(98, 0.17643780189171065)	(100, 0.18073730413386813)	(102, 0.18466032525976173)	(104, 0.18827425099448147)	(106, 0.19182079100411117)	(108, 0.194982060455074)	(110, 0.1979734006862445)	(112, 0.20105849496971423)	(114, 0.2042373433054831)	(116, 0.20758612086104425)	(118, 0.21116781864028616)	(120, 0.21462353441175103)	(122, 0.21869011643022773)	(124, 0.2226951723518831)	(126, 0.22669729845940412)	(128, 0.23024237356196664)	(130, 0.23393100955711232)	(132, 0.23756690889783966)	(134, 0.24084830072831076)	(136, 0.24434063917645504)	(138, 0.24775240773590468)
D4_2 - polyg	(1, 0.07039757402014271)	(2, 0.07333910741102931)	(3, 0.07414773611210969)	(4, 0.07462529581600862)	(5, 0.07490362815877179)	(6, 0.0752083288287441)	(7, 0.07557455559553775)	(8, 0.07618395693548238)	(9, 0.07682265641677051)	(10, 0.07773089879841877)	(12, 0.0795752167959916)	(14, 0.08098885211581508)	(16, 0.08170958639286499)	(18, 0.0822457423794509)	(20, 0.08278629308723832)	(22, 0.08333416833036161)	(24, 0.08376338610104378)	(26, 0.08425998959681597)	(28, 0.08476977725619274)	(30, 0.08533523138412213)	(32, 0.0859431678169996)	(34, 0.08652327101560073)	(36, 0.08705649718805228)	(38, 0.08763074075838473)	(40, 0.08820644923578436)	(42, 0.0887103772668924)	(44, 0.08929048046549357)	(46, 0.08990281161957253)	(48, 0.09045068686269583)	(50, 0.09106008820264047)	(52, 0.09161089325989813)	(54, 0.09215583868888708)	(56, 0.09268906486133864)	(58, 0.09332336962142523)	(60, 0.09394595512497445)	(62, 0.09458904932746409)	(64, 0.09507100375256454)	(66, 0.09565843148650155)	(68, 0.09622974524269964)	(70, 0.0966999804112627)	(72, 0.09727861870279667)	(74, 0.09781916941058409)	(76, 0.09855894747950728)	(78, 0.09955361937811882)	(80, 0.10144920912304276)	(82, 0.10353963150790091)	(84, 0.10598749121714968)	(86, 0.108876287953618)	(88, 0.11210640803673799)	(90, 0.1155152467820533)	(92, 0.11912917251677305)	(94, 0.12280901906951563)	(96, 0.12602156026782957)	(98, 0.1286774367806171)	(100, 0.13100077938915602)	(102, 0.1330736228892081)	(104, 0.13491208125851223)	(106, 0.1368384340518468)	(108, 0.13876918156638296)	(110, 0.14087571792898002)	(112, 0.14299690336224885)	(114, 0.14554730656619982)	(116, 0.14912753943837453)	(118, 0.15410822346676822)	(120, 0.1601700089107367)	(122, 0.16652770558227448)	(124, 0.17476048329979577)	(126, 0.18601243448276386)	(128, 0.20126944158738735)	(130, 0.2191881848330671)	(132, 0.2382334416134041)	(134, 0.2611753511924256)	(136, 0.290685904060658)	(138, 0.33047278000512015)
D4_2_val_2 - polya	(1, 0.000821114056466782)	(2, 0.0026041045790803656)	(3, 0.0037214062059155225)	(4, 0.005061581648077377)	(5, 0.006372431588222561)	(6, 0.00747800301425105)	(7, 0.008422284179187849)	(8, 0.010607034079429823)	(9, 0.0130498483974185)	(10, 0.016543981962704825)	(12, 0.018960403328878495)	(14, 0.02218474227561145)	(16, 0.0258636265036028)	(18, 0.02932256946646912)	(20, 0.03271553004979793)	(22, 0.03591787487001838)	(24, 0.039068900061709655)	(26, 0.04217886955057759)	(28, 0.04532989474226887)	(30, 0.04928297241411609)	(32, 0.05269499457375573)	(34, 0.055665667928044484)	(36, 0.05912900971621331)	(38, 0.06324484392425304)	(40, 0.06704249643541191)	(42, 0.07041786171753073)	(44, 0.0739398545097329)	(46, 0.07732694999265835)	(48, 0.0807257756763905)	(50, 0.08458647801688521)	(52, 0.08826389596977574)	(54, 0.09177562483627205)	(56, 0.094964773180585)	(58, 0.09813339367348628)	(60, 0.10173749787133513)	(62, 0.10501169017149642)	(64, 0.10849116098577441)	(66, 0.11389145218214433)	(68, 0.12089291578862449)	(70, 0.12515244495654593)	(72, 0.12867297147364726)	(74, 0.13204100538026187)	(76, 0.1355395377708507)	(78, 0.1388181288963145)	(80, 0.14233132403791166)	(82, 0.14601900591650802)	(84, 0.14936944452191264)	(86, 0.15303659854909732)	(88, 0.15648234503605615)	(90, 0.1599691472258383)	(92, 0.16329026032922628)	(94, 0.1667755962439076)	(96, 0.17028146001000058)	(98, 0.17408937644686528)	(100, 0.17832251266297172)	(102, 0.18215828832675224)	(104, 0.18572133682177777)	(106, 0.18922280176256823)	(108, 0.19232104105062953)	(110, 0.1952403947763891)	(112, 0.19823746108249285)	(114, 0.20132690271994913)	(116, 0.20458936481930373)	(118, 0.2081113576115059)	(120, 0.21149698681933055)	(122, 0.2154823225433961)	(124, 0.21943246766504165)	(126, 0.22337528141118304)	(128, 0.226845954574856)	(130, 0.23046765407391487)	(132, 0.23401310726773036)	(134, 0.23721251953774913)	(136, 0.2405541604925488)	(138, 0.24271251744097574)
D5_1 - illumina_universal_adapter	(1, 0.00012062497003223401)	(2, 0.00018093745504835102)	(3, 0.0004264954297568274)	(4, 0.0010188501933079766)	(5, 0.0013354907396425908)	(6, 0.001796450446551485)	(7, 0.0022035597204102747)	(8, 0.0027377560162673113)	(9, 0.003269798294802343)	(10, 0.004388810293583513)	(12, 0.0061023310732378384)	(14, 0.007988173238652497)	(16, 0.010024796616607448)	(18, 0.011975259301682232)	(20, 0.01359723434515138)	(22, 0.015017808769013135)	(24, 0.01617451607092938)	(26, 0.01704043103437506)	(28, 0.017724331534111383)	(30, 0.018240218682731384)	(32, 0.01889288593129865)	(34, 0.019724336617592264)	(36, 0.02048470473225974)	(38, 0.021599408696396902)	(40, 0.02336139486579632)	(42, 0.025977448903370396)	(44, 0.029214936938342675)	(46, 0.03272275414722648)	(48, 0.0374228199438396)	(50, 0.04433398452149001)	(52, 0.05436955122470748)	(54, 0.06652682499009907)	(56, 0.07923768120724572)	(58, 0.09407993756451552)	(60, 0.11421676849927158)	(62, 0.14219206846880084)	(64, 0.17745764006465325)	(66, 0.21405870240014827)	(68, 0.252072800098878)	(70, 0.2967018849934826)	(72, 0.35525884589216616)	(74, 0.4306182189111434)	(76, 0.5089124405313513)	(78, 0.5829514009319399)	(80, 0.6640749243046002)	(82, 0.7638813169196639)	(84, 0.8892903594240692)	(86, 1.0274651855873322)	(88, 1.1583702032888312)	(90, 1.2918934290452262)	(92, 1.449033300720075)	(94, 1.6426223765092176)	(96, 1.8606283156519385)	(98, 2.075157670836945)	(100, 2.288782338746709)	(102, 2.5291771339343416)	(104, 2.816551046914885)	(106, 3.141351010865251)	(108, 3.469234450612066)	(110, 3.7953386720509057)	(112, 4.149460196797054)	(114, 4.560250686259149)	(116, 5.0248991478319756)	(118, 5.5101723252629915)	(120, 5.992984537903618)	(122, 6.503980990194009)	(124, 7.080599580199256)	(126, 7.733091276354779)	(128, 8.417241642100457)	(130, 9.106379634955239)	(132, 9.824038971170676)	(134, 10.609543390977278)	(136, 11.484310288607734)	(138, 12.41537135194011)
D5_1 - polya	(1, 0.0007431359760914416)	(2, 0.001951539693735786)	(3, 0.003194407688532197)	(4, 0.005130869261013954)	(5, 0.0074141276223383835)	(6, 0.009234272259431913)	(7, 0.011347363252318013)	(8, 0.014892875764336892)	(9, 0.020529939096021826)	(10, 0.027426025552418208)	(12, 0.03322033214860945)	(14, 0.03974592762562111)	(16, 0.04585148972484195)	(18, 0.05134746492193561)	(20, 0.05695221799379049)	(22, 0.06289192075921701)	(24, 0.06998294578325476)	(26, 0.07702981345219143)	(28, 0.08348971140088196)	(30, 0.0898989899425054)	(32, 0.09548543386712324)	(34, 0.1008263198170326)	(36, 0.10657539204946176)	(38, 0.11355763919873829)	(40, 0.1199486085931247)	(42, 0.1256244442366057)	(44, 0.13116242277147844)	(46, 0.1370224268959908)	(48, 0.14207790555073463)	(50, 0.1473293997817808)	(52, 0.15267782479231717)	(54, 0.15863906773096376)	(56, 0.16410488668554934)	(58, 0.16973548796526827)	(60, 0.17451740642011754)	(62, 0.17942102685366007)	(64, 0.1846412878335372)	(66, 0.18981092940634722)	(68, 0.1954738409458962)	(70, 0.20197466522370483)	(72, 0.2081351547646368)	(74, 0.21406947248675828)	(76, 0.2187706152920324)	(78, 0.2238271709554372)	(80, 0.22979056791140579)	(82, 0.23584227957757653)	(84, 0.24148903598721047)	(86, 0.2473393470337738)	(88, 0.2534578332369267)	(90, 0.2595537022581985)	(92, 0.26505290848127516)	(94, 0.2698639061699715)	(96, 0.2742817956974021)	(98, 0.2790831003081494)	(100, 0.2834331382899369)	(102, 0.28802550322044973)	(104, 0.29251555232816745)	(106, 0.29683004902414184)	(108, 0.3011703939279803)	(110, 0.3059792375993546)	(112, 0.31187370600101905)	(114, 0.31697765004550793)	(116, 0.3220374367348957)	(118, 0.32655656507646047)	(120, 0.3308495215992149)	(122, 0.33456520147967206)	(124, 0.33868152858202205)	(126, 0.3432501993219929)	(128, 0.34755500294001823)	(130, 0.3524456992696287)	(132, 0.3566147997963678)	(134, 0.3616875105896876)	(136, 0.36617648268874436)	(138, 0.3699977094179798)
D5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003969853924453702)	(4, 0.004551438601394829)	(5, 0.004909005476847523)	(6, 0.00508778891457387)	(7, 0.0053376549239263545)	(8, 0.005563826742736794)	(9, 0.005970936016595583)	(10, 0.00641789461091145)	(12, 0.0069833241579375475)	(14, 0.007501365323879553)	(16, 0.007963402039449449)	(18, 0.008428669781002351)	(20, 0.008921939747741308)	(22, 0.009347358168837134)	(24, 0.009834166083610079)	(26, 0.01046852418494031)	(28, 0.011486297369587282)	(30, 0.012411447809388078)	(32, 0.013084578222514383)	(34, 0.013637083665608455)	(36, 0.014272518775599688)	(38, 0.01484010233994779)	(40, 0.015403377869651881)	(42, 0.016032350927677103)	(44, 0.016640860821143286)	(46, 0.01725690977523648)	(48, 0.018068974305632052)	(50, 0.018850882593519573)	(52, 0.01954016813656091)	(54, 0.020233761714246252)	(56, 0.020832578529763415)	(58, 0.021457243553144625)	(60, 0.022265000048896193)	(62, 0.023322622554000243)	(64, 0.024092683746616737)	(66, 0.02483689673136918)	(68, 0.02560695792398568)	(70, 0.029174010609224595)	(72, 0.04107818733928069)	(74, 0.04352299699975543)	(76, 0.0452063615369017)	(78, 0.046883264022081955)	(80, 0.04867540643398943)	(82, 0.050804652556790564)	(84, 0.053183764688944174)	(86, 0.055876286341449394)	(88, 0.058632351504953745)	(90, 0.0611913240834947)	(92, 0.06362320964003743)	(94, 0.06590646800136185)	(96, 0.06812725986034816)	(98, 0.06988170696912056)	(100, 0.0712301218126952)	(102, 0.07251930117991467)	(104, 0.07400665014075858)	(106, 0.07560600800234668)	(108, 0.07714936141356267)	(110, 0.07914721247972153)	(112, 0.08188604550464985)	(114, 0.08534755134111058)	(116, 0.08942833715764748)	(118, 0.09382576352051902)	(120, 0.0995931449001852)	(122, 0.10764378464117583)	(124, 0.1188231345423775)	(126, 0.1320240297002801)	(128, 0.1461974636790676)	(130, 0.16306018828437732)	(132, 0.18509793950580208)	(134, 0.21499677694388108)	(136, 0.25178200776040743)	(138, 0.2905101622013816)
D5_1_val_1 - polya	(1, 0.0007438176785152726)	(2, 0.0019533299035792377)	(3, 0.003197338020980143)	(4, 0.005133419978390911)	(5, 0.007418772845713198)	(6, 0.00924058715975785)	(7, 0.011355616558666496)	(8, 0.014902225489558158)	(9, 0.020542303886647878)	(10, 0.027442560350671445)	(12, 0.03324110425318398)	(14, 0.03976729588467885)	(16, 0.04587522482158832)	(18, 0.05136977367288158)	(20, 0.0569732001843633)	(22, 0.0629097276562236)	(24, 0.06999755553482928)	(26, 0.07703902955810718)	(28, 0.08349299541502159)	(30, 0.08989845142333716)	(32, 0.09548139599874383)	(34, 0.10082179133115639)	(36, 0.10656966939179904)	(38, 0.11354646361694519)	(40, 0.11993143768918571)	(42, 0.12559738800552814)	(44, 0.1311178087760741)	(46, 0.1369583945473723)	(48, 0.14200234080501425)	(50, 0.14723601447050938)	(52, 0.15257209781637984)	(54, 0.15851724926132438)	(56, 0.1639632882640188)	(58, 0.16958396272166898)	(60, 0.17434439586416672)	(62, 0.1792266426264793)	(64, 0.18442797639290856)	(66, 0.18958403430064558)	(68, 0.19523704865736163)	(70, 0.20172227641670643)	(72, 0.20785823326613964)	(74, 0.21376026484566302)	(76, 0.21842799027750523)	(78, 0.22343420665290367)	(80, 0.22937073412476397)	(82, 0.23538811134428897)	(84, 0.2409990838322194)	(86, 0.24679870573136747)	(88, 0.25287860675575313)	(90, 0.2589488058104191)	(92, 0.2644088587693754)	(94, 0.2691692919118732)	(96, 0.27355242623193565)	(98, 0.2783107033811623)	(100, 0.2826162219434667)	(102, 0.2871729137218494)	(104, 0.29163474179630544)	(106, 0.29590145247973076)	(108, 0.30020158105885747)	(110, 0.30494476625518674)	(112, 0.3107885860163915)	(114, 0.3158303762807624)	(116, 0.32083982664606747)	(118, 0.3252919527508038)	(120, 0.3295166215654434)	(122, 0.33315162622044847)	(124, 0.33721028355321664)	(126, 0.3417055295233742)	(128, 0.3459420563010046)	(130, 0.35074992129546567)	(132, 0.3548247485777667)	(134, 0.3597921570742861)	(136, 0.3641073776063102)	(138, 0.3663679365510153)
